,,,"Wellington, County [Census division], Ontario",,,,,,"Ontario [Province]"
"Topic","Characteristics","Note","Total","Flag_Total","Male","Flag_Male","Female","Flag_Female","Total","Flag_Total","Male","Flag_Male","Female","Flag_Female"
"Family characteristics","  2 children",,    2620,,,...,,...,  186240,,,...,,...
"Family characteristics","  3 or more children",,     910,,,...,,...,   72310,,,...,,...
"Family characteristics","Total - Persons not in census families in private households - 100% data",,   33450,,   15705,,   17740,, 2139825,,  990525,, 1149300,
"Household type","Total - Private households by household type - 100% data",12,   85280,,,...,,..., 5169175,,,...,,...
"Household type","  One-census-family households",,   59410,,,...,,..., 3481885,,,...,,...
"Household type","    Without children in a census family",13,   24060,,,...,,..., 1311575,,,...,,...
"Household type","    With children in a census family",14,   35350,,,...,,..., 2170315,,,...,,...
"Household type","  Multiple-census-family households",,    1685,,,...,,...,  145615,,,...,,...
"Household type","  Non-census-family households",,   24185,,,...,,..., 1541665,,,...,,...
"Household type","    One-person households",,   20745,,,...,,..., 1341305,,,...,,...
"Household type","    Two-or-more person non-census-family households",,    3440,,,...,,...,  200365,,,...,,...
"Knowledge of official languages","Total - Knowledge of official languages for the total population excluding institutional residents - 100% data",15,  220565,,  108725,,  111840,,13312865,, 6503875,, 6808990,
"Knowledge of official languages","  English only",,  201035,,  100600,,  100440,,11455500,, 5689830,, 5765665,
"Knowledge of official languages","  French only",,      90,,      40,,      50,,   40040,,   17340,,   22705,
"Knowledge of official languages","  English and French",,   17060,,    7110,,    9950,, 1490390,,  665850,,  824540,
"Knowledge of official languages","  Neither English nor French",,    2375,,     970,,    1405,,  326935,,  130850,,  196085,
"First official language spoken","Total - First official language spoken for the total population excluding institutional residents - 100% data",16,  220565,,  108725,,  111840,,13312865,, 6503880,, 6808995,
"First official language spoken","  English",,  215160,,  106370,,  108800,,12394325,, 6095970,, 6298355,
"First official language spoken","  French",,    2435,,    1120,,    1315,,  504130,,  236875,,  267250,
"First official language spoken","  English and French",,     640,,     290,,     350,,   92940,,   42910,,   50030,
"First official language spoken","  Neither English nor French",,    2325,,     945,,    1380,,  321480,,  128125,,  193355,
"First official language spoken","Official language minority (number)",17,    2755,,    1265,,    1490,,  550600,,  258330,,  292270,
"First official language spoken","Official language minority (percentage)",17,    1.2,,    1.2,,    1.3,,    4.1,,    4.0,,    4.3,
"Mother tongue","Total - Mother tongue for the total population excluding institutional residents - 100% data",18,  220565,,  108725,,  111840,,13312870,, 6503875,, 6808990,
"Mother tongue","  Single responses",,  217555,,  107310,,  110245,,12946960,, 6327630,, 6619330,
"Mother tongue","    Official languages",,  181200,,   89625,,   91580,, 9393040,, 4637520,, 4755520,
"Mother tongue","      English",,  178730,,   88485,,   90245,, 8902320,, 4406210,, 4496110,
"Mother tongue","      French",,    2470,,    1135,,    1335,,  490715,,  231310,,  259410,
"Mother tongue","    Non-official languages",,   36355,,   17685,,   18665,, 3553920,, 1690110,, 1863810,
"Mother tongue","      Aboriginal languages",,      15,,       5,,      10,,   22765,,   10815,,   11950,
"Mother tongue","        Algonquian languages",,      15,,       0,,      10,,   21235,,   10175,,   11060,
"Mother tongue","          Blackfoot",,       0,,       0,,       0,,      10,,       5,,       5,
"Mother tongue","          Cree-Montagnais languages",,       0,,       0,,       0,,    5080,,    2485,,    2595,
"Mother tongue","            Atikamekw",,       0,,       0,,       0,,       5,,       0,,       0,
"Mother tongue","            Montagnais (Innu)",,       0,,       0,,       0,,       5,,       5,,       5,
"Mother tongue","            Moose Cree",,       0,,       0,,       0,,      85,,      40,,      45,
"Mother tongue","            Naskapi",,       0,,       0,,       0,,      10,,       5,,       5,
"Mother tongue","            Northern East Cree",,       0,,       0,,       0,,      55,,      25,,      30,
"Mother tongue","            Plains Cree",,       0,,       0,,       0,,      35,,       5,,      30,
"Mother tongue","            Southern East Cree",,       0,,       0,,       0,,       5,,       0,,       0,
"Mother tongue","            Swampy Cree",,       0,,       0,,       0,,     355,,     135,,     225,
"Mother tongue","            Woods Cree",,       0,,       0,,       0,,      15,,      10,,       5,
"Mother tongue","            Cree; n.o.s.",,       0,,       0,,       0,,    4500,,    2255,,    2245,
"Mother tongue","          Eastern Algonquian languages",,       0,,       0,,       0,,      90,,      40,,      50,
"Mother tongue","            Malecite",,       0,,       0,,       0,,      10,,       5,,       0,
"Mother tongue","            Mi'kmaq",,       5,,       0,,       0,,      85,,      35,,      50,
"Mother tongue","          Ojibway-Potawatomi languages",,      10,,       0,,       5,,   16025,,    7620,,    8400,
"Mother tongue","            Algonquin",,       0,,       0,,       0,,      65,,      30,,      35,
"Mother tongue","            Ojibway",,      10,,       5,,       5,,    9505,,    4515,,    4985,
"Mother tongue","            Oji-Cree",,       0,,       0,,       0,,    6310,,    3015,,    3300,
"Mother tongue","            Ottawa (Odawa)",,       0,,       0,,       0,,     145,,      65,,      80,
"Mother tongue","          Algonquian languages; n.i.e.",,       0,,       0,,       0,,      30,,      20,,      10,
"Mother tongue","        Athabaskan languages",,       0,,       0,,       0,,      60,,      20,,      40,
"Mother tongue","          Northern Athabaskan languages",,       0,,       0,,       0,,      55,,      20,,      35,
"Mother tongue","            Babine (Wetsuwet'en)",,       0,,       0,,       0,,       0,,       0,,       0,
"Mother tongue","            Beaver",,       0,,       0,,       0,,       0,,       0,,       0,
"Mother tongue","            Carrier",,       0,,       0,,       0,,       5,,       0,,       5,
"Mother tongue","            Chilcotin",,       0,,       0,,       0,,       5,,       0,,       5,
"Mother tongue","            Dene",,       0,,       0,,       0,,      20,,      10,,      10,
"Mother tongue","            Dogrib (Tlicho)",,       0,,       0,,       0,,       5,,       5,,       5,
"Mother tongue","            Gwich'in",,       0,,       0,,       0,,       0,,       0,,       0,
"Mother tongue","            Sarsi (Sarcee)",,       0,,       0,,       0,,      10,,       0,,       5,
"Mother tongue","            Sekani",,       0,,       0,,       0,,       0,,       0,,       0,
"Mother tongue","            Slavey-Hare languages",,       0,,       0,,       0,,       5,,       5,,       0,
"Mother tongue","              North Slavey (Hare)",,       0,,       0,,       0,,       0,,       0,,       0,
"Mother tongue","              South Slavey",,       0,,       0,,       0,,       0,,       0,,       0,
"Mother tongue","              Slavey; n.o.s.",,       0,,       0,,       0,,       0,,       0,,       5,
"Mother tongue","            Tahltan languages",,       0,,       0,,       0,,       0,,       0,,       0,
"Mother tongue","              Kaska (Nahani)",,       0,,       0,,       0,,       0,,       0,,       0,
"Mother tongue","              Tahltan",,       0,,       0,,       0,,       0,,       0,,       0,
"Mother tongue","            Tutchone languages",,       0,,       0,,       0,,       0,,       0,,       5,
"Mother tongue","              Northern Tutchone",,       0,,       0,,       0,,       0,,       0,,       0,
"Mother tongue","              Southern Tutchone",,       0,,       0,,       0,,       0,,       0,,       0,
"Mother tongue","          Athabaskan languages; n.i.e.",,       0,,       0,,       0,,       5,,       0,,       5,
"Mother tongue","        Haida",,       0,,       0,,       0,,       0,,       5,,       0,
"Mother tongue","        Inuit languages",,       0,,       0,,       0,,     475,,     165,,     305,
"Mother tongue","          Inuinnaqtun (Inuvialuktun)",,       0,,       0,,       0,,       5,,       5,,       5,
"Mother tongue","          Inuktitut",,       0,,       0,,       0,,     425,,     145,,     280,
"Mother tongue","          Inuit languages; n.i.e.",,       0,,       0,,       0,,      45,,      20,,      25,
"Mother tongue","        Iroquoian languages",,       0,,       0,,       0,,     710,,     300,,     410,
"Mother tongue","          Cayuga",,       0,,       0,,       0,,      40,,      20,,      20,
"Mother tongue","          Mohawk",,       0,,       0,,       0,,     590,,     255,,     335,
"Mother tongue","          Oneida",,       0,,       0,,       0,,      55,,      15,,      40,
"Mother tongue","          Iroquoian languages; n.i.e.",,       5,,       0,,       5,,      20,,       5,,      15,
"Mother tongue","        Kutenai",,       0,,       0,,       0,,       0,,       0,,       0,
"Mother tongue","        Michif",,       0,,       0,,       0,,      25,,      15,,      15,
"Mother tongue","        Salish languages",,       0,,       0,,       0,,       5,,       0,,       5,
"Mother tongue","          Comox",,       0,,       0,,       0,,       0,,       0,,       0,
"Mother tongue","          Halkomelem",,       0,,       0,,       0,,       0,,       0,,       0,
"Mother tongue","          Lillooet",,       0,,       0,,       0,,       0,,       0,,       0,
"Mother tongue","          Okanagan",,       0,,       0,,       0,,       0,,       0,,       0,
"Mother tongue","          Shuswap (Secwepemctsin)",,       0,,       0,,       0,,       5,,       0,,       0,
"Mother tongue","          Squamish",,       0,,       0,,       0,,       0,,       0,,       0,
"Mother tongue","          Straits",,       0,,       0,,       0,,       0,,       0,,       0,
"Mother tongue","          Thompson (Ntlakapamux)",,       0,,       0,,       0,,       0,,       0,,       0,
"Mother tongue","          Salish languages; n.i.e.",,       0,,       0,,       0,,       0,,       0,,       0,
"Mother tongue","        Siouan languages",,       0,,       0,,       0,,      10,,       5,,       5,
"Mother tongue","          Dakota",,       0,,       0,,       0,,       5,,       5,,       5,
"Mother tongue","          Stoney",,       0,,       0,,       0,,       0,,       0,,       0,
"Mother tongue","          Siouan languages; n.i.e.",,       0,,       0,,       0,,      10,,       5,,       5,
"Mother tongue","        Tlingit",,       0,,       0,,       0,,       0,,       0,,       0,
"Mother tongue","        Tsimshian languages",,       0,,       0,,       0,,       5,,       5,,       0,
"Mother tongue","          Gitxsan (Gitksan)",,       0,,       0,,       0,,       0,,       0,,       5,
"Mother tongue","          Nisga'a",,       0,,       0,,       0,,       5,,       0,,       0,
"Mother tongue","          Tsimshian",,       0,,       0,,       0,,       0,,       5,,       0,
"Mother tongue","        Wakashan languages",,       0,,       0,,       0,,       0,,       0,,       5,
"Mother tongue","          Haisla",,       0,,       0,,       0,,       0,,       0,,       0,
"Mother tongue","          Heiltsuk",,       0,,       0,,       0,,       0,,       0,,       0,
"Mother tongue","          Kwakiutl (Kwak'wala)",,       0,,       0,,       0,,       0,,       0,,       0,
"Mother tongue","          Nuu-chah-nulth (Nootka)",,       0,,       0,,       0,,       5,,       5,,       0,
"Mother tongue","          Wakashan languages; n.i.e.",,       0,,       0,,       0,,       0,,       0,,       0,
"Mother tongue","        Aboriginal languages; n.o.s.",,       0,,       5,,       0,,     235,,     130,,     105,
"Mother tongue","      Non-Aboriginal languages",,   36340,,   17680,,   18655,, 3531160,, 1679300,, 1851865,
"Mother tongue","        Afro-Asiatic languages",,    1505,,     840,,     670,,  253830,,  127720,,  126110,
"Mother tongue","          Berber languages",,       5,,       0,,       0,,     725,,     405,,     320,
"Mother tongue","            Kabyle",,       0,,       0,,       0,,     425,,     225,,     200,
"Mother tongue","            Berber languages; n.i.e.",,       0,,       0,,       0,,     305,,     180,,     120,
"Mother tongue","          Cushitic languages",,      80,,      45,,      35,,   24605,,   10730,,   13870,
"Mother tongue","            Bilen",,      15,,      15,,       5,,     250,,     140,,     110,
"Mother tongue","            Oromo",,       5,,       5,,       0,,    1445,,     720,,     730,
"Mother tongue","            Somali",,      60,,      35,,      25,,   22680,,    9755,,   12925,
"Mother tongue","            Cushitic languages; n.i.e.",,       0,,       0,,       0,,     225,,     115,,     110,
"Mother tongue","          Semitic languages",,    1420,,     790,,     630,,  227985,,  116320,,  111665,
"Mother tongue","            Amharic",,     200,,     110,,      85,,   10720,,    4960,,    5760,
"Mother tongue","            Arabic",,     830,,     445,,     390,,  171370,,   88400,,   82965,
"Mother tongue","            Assyrian Neo-Aramaic",,      10,,       5,,       5,,   14555,,    7135,,    7420,
"Mother tongue","            Chaldean Neo-Aramaic",,       0,,       0,,       0,,    4795,,    2365,,    2425,
"Mother tongue","            Harari",,       0,,       0,,       0,,    1030,,     485,,     545,
"Mother tongue","            Hebrew",,      30,,      15,,      15,,   11575,,    6220,,    5350,
"Mother tongue","            Maltese",,      75,,      35,,      35,,    5175,,    2575,,    2600,
"Mother tongue","            Tigrigna",,     275,,     175,,     100,,    7345,,    3470,,    3870,
"Mother tongue","            Semitic languages; n.i.e.",,       5,,       0,,       0,,    1435,,     705,,     730,
"Mother tongue","          Afro-Asiatic languages; n.i.e.",,       5,,       5,,       0,,     520,,     265,,     250,
"Mother tongue","        Austro-Asiatic languages",,    1860,,     875,,     985,,   78125,,   35880,,   42240,
"Mother tongue","          Khmer (Cambodian)",,     140,,      65,,      75,,    7355,,    3330,,    4020,
"Mother tongue","          Vietnamese",,    1720,,     810,,     905,,   70690,,   32520,,   38165,
"Mother tongue","          Austro-Asiatic languages; n.i.e",,       0,,       0,,       0,,      85,,      30,,      50,
"Mother tongue","        Austronesian languages",,    1995,,     835,,    1155,,  194380,,   76060,,  118315,
"Mother tongue","          Bikol",,       0,,       0,,       0,,     595,,     260,,     330,
"Mother tongue","          Cebuano",,      90,,      40,,      55,,    6545,,    2500,,    4045,
"Mother tongue","          Fijian",,       0,,       0,,       0,,      80,,      45,,      40,
"Mother tongue","          Hiligaynon",,      35,,      10,,      25,,    2750,,    1030,,    1725,
"Mother tongue","          Ilocano",,      65,,      25,,      45,,   11285,,    4430,,    6860,
"Mother tongue","          Malagasy",,       0,,       0,,       0,,     100,,      45,,      55,
"Mother tongue","          Malay",,      70,,      30,,      40,,    5760,,    2520,,    3240,
"Mother tongue","          Pampangan (Kapampangan; Pampango)",,      20,,      10,,      15,,    1505,,     670,,     840,
"Mother tongue","          Pangasinan",,       5,,       0,,       5,,     535,,     215,,     315,
"Mother tongue","          Tagalog (Pilipino; Filipino)",,    1695,,     720,,     975,,  163415,,   63665,,   99755,
"Mother tongue","          Waray-Waray",,       0,,       0,,       0,,     405,,     140,,     270,
"Mother tongue","          Austronesian languages; n.i.e.",,      15,,       5,,      10,,    1400,,     550,,     850,
"Mother tongue","        Creole languages",,      25,,      10,,      15,,   11255,,    5095,,    6165,
"Mother tongue","          Haitian Creole",,       0,,       0,,       0,,     630,,     290,,     340,
"Mother tongue","          Creole; n.o.s.",,       5,,       5,,       5,,    8025,,    3580,,    4440,
"Mother tongue","          Creole languages; n.i.e.",,      20,,      10,,      10,,    2605,,    1225,,    1380,
"Mother tongue","        Dravidian languages",,     600,,     305,,     300,,  148605,,   73530,,   75075,
"Mother tongue","          Kannada",,      35,,      20,,      20,,    2670,,    1365,,    1305,
"Mother tongue","          Malayalam",,     180,,      90,,      85,,   17140,,    8795,,    8350,
"Mother tongue","          Tamil",,     355,,     175,,     180,,  117630,,   57310,,   60320,
"Mother tongue","          Telugu",,      30,,      10,,      15,,   10820,,    5895,,    4925,
"Mother tongue","          Dravidian languages; n.i.e.",,       0,,       0,,       0,,     340,,     165,,     175,
"Mother tongue","        Hmong-Mien languages",,       0,,       0,,       0,,     525,,     250,,     270,
"Mother tongue","        Indo-European languages",,   24105,,   11830,,   12275,, 2024365,,  980200,, 1044165,
"Mother tongue","          Albanian",,      60,,      30,,      25,,   19045,,    9535,,    9510,
"Mother tongue","          Armenian",,      85,,      40,,      45,,   15070,,    7305,,    7765,
"Mother tongue","          Balto-Slavic languages",,    3860,,    1785,,    2075,,  410725,,  188695,,  222025,
"Mother tongue","            Baltic languages",,      95,,      50,,      50,,    9080,,    3785,,    5295,
"Mother tongue","              Latvian",,      40,,      20,,      20,,    3910,,    1650,,    2260,
"Mother tongue","              Lithuanian",,      60,,      30,,      30,,    5175,,    2135,,    3035,
"Mother tongue","            Slavic languages",,    3760,,    1735,,    2025,,  401645,,  184915,,  216730,
"Mother tongue","              Belarusan",,       5,,       0,,       5,,     515,,     230,,     280,
"Mother tongue","              Bosnian",,      80,,      40,,      40,,    6370,,    3125,,    3245,
"Mother tongue","              Bulgarian",,      25,,      10,,      15,,    9095,,    4355,,    4740,
"Mother tongue","              Croatian",,     315,,     160,,     155,,   31875,,   15460,,   16410,
"Mother tongue","              Czech",,     175,,      80,,     100,,   10670,,    4930,,    5740,
"Mother tongue","              Macedonian",,      50,,      20,,      30,,   15635,,    7470,,    8165,
"Mother tongue","              Polish",,    1685,,     770,,     915,,  121075,,   54675,,   66405,
"Mother tongue","              Russian",,     345,,     145,,     200,,  101100,,   45630,,   55470,
"Mother tongue","              Serbian",,     540,,     270,,     270,,   41740,,   20585,,   21150,
"Mother tongue","              Serbo-Croatian",,      65,,      35,,      30,,    4875,,    2310,,    2570,
"Mother tongue","              Slovak",,     100,,      50,,      50,,   10280,,    4710,,    5565,
"Mother tongue","              Slovene (Slovenian)",,      80,,      25,,      50,,    6740,,    2995,,    3745,
"Mother tongue","              Ukrainian",,     290,,     130,,     160,,   40375,,   17760,,   22610,
"Mother tongue","              Slavic languages; n.i.e.",,      10,,       0,,       5,,    1310,,     670,,     635,
"Mother tongue","          Celtic languages",,      25,,      10,,      15,,    1110,,     505,,     605,
"Mother tongue","            Scottish Gaelic",,      10,,       5,,       5,,     450,,     210,,     240,
"Mother tongue","            Welsh",,      15,,       5,,      10,,     435,,     180,,     260,
"Mother tongue","            Celtic languages; n.i.e.",,       5,,       0,,       0,,     225,,     120,,     110,
"Mother tongue","          Germanic languages",,    8685,,    4340,,    4345,,  200640,,   94475,,  106165,
"Mother tongue","            Afrikaans",,      45,,      25,,      15,,    2295,,    1125,,    1170,
"Mother tongue","            Danish",,     140,,      70,,      75,,    4265,,    2010,,    2250,
"Mother tongue","            Dutch",,    2245,,    1155,,    1090,,   51720,,   24875,,   26840,
"Mother tongue","            Frisian",,      70,,      35,,      40,,    1240,,     630,,     620,
"Mother tongue","            German",,    6080,,    3015,,    3070,,  131525,,   61520,,   70005,
"Mother tongue","            Icelandic",,      10,,       5,,       5,,     210,,     100,,     110,
"Mother tongue","            Norwegian",,      10,,       5,,      10,,     940,,     405,,     540,
"Mother tongue","            Swedish",,      40,,      15,,      20,,    2395,,    1040,,    1350,
"Mother tongue","            Vlaams (Flemish)",,      35,,      15,,      25,,    2150,,     925,,    1225,
"Mother tongue","            Yiddish",,       5,,       5,,       0,,    3735,,    1765,,    1970,
"Mother tongue","            Germanic languages; n.i.e.",,       5,,       0,,       0,,     170,,      80,,      85,
"Mother tongue","          Greek",,     280,,     150,,     140,,   55415,,   27305,,   28110,
"Mother tongue","          Indo-Iranian languages",,    5545,,    2800,,    2745,,  707845,,  357350,,  350495,
"Mother tongue","            Indo-Aryan languages",,    4270,,    2175,,    2100,,  565600,,  285720,,  279875,
"Mother tongue","              Bengali",,     295,,     160,,     135,,   46810,,   23615,,   23195,
"Mother tongue","              Gujarati",,     675,,     340,,     335,,   76675,,   38740,,   37940,
"Mother tongue","              Hindi",,     390,,     200,,     190,,   58735,,   29805,,   28930,
"Mother tongue","              Kashmiri",,       5,,       0,,       0,,     345,,     170,,     175,
"Mother tongue","              Konkani",,      10,,       5,,       5,,    2510,,    1195,,    1315,
"Mother tongue","              Marathi",,      45,,      20,,      20,,    5490,,    2805,,    2685,
"Mother tongue","              Nepali",,     285,,     135,,     145,,    7870,,    3915,,    3960,
"Mother tongue","              Oriya (Odia)",,      25,,      10,,      15,,     715,,     380,,     335,
"Mother tongue","              Punjabi (Panjabi)",,    1770,,     885,,     885,,  197060,,  100160,,   96895,
"Mother tongue","              Sindhi",,      35,,      20,,      20,,    6840,,    3225,,    3615,
"Mother tongue","              Sinhala (Sinhalese)",,     140,,      65,,      75,,   10165,,    4925,,    5235,
"Mother tongue","              Urdu",,     600,,     325,,     280,,  152385,,   76795,,   75595,
"Mother tongue","            Iranian languages",,    1250,,     615,,     640,,  139675,,   70270,,   69405,
"Mother tongue","              Kurdish",,      80,,      40,,      45,,    6665,,    3615,,    3050,
"Mother tongue","              Pashto",,     155,,      80,,      75,,   10950,,    5630,,    5315,
"Mother tongue","              Persian (Farsi)",,    1020,,     490,,     520,,  122070,,   61025,,   61040,
