,,,"Halton, Regional municipality [Census division], Ontario",,,,,,"Ontario [Province]"
"Topic","Characteristics","Note","Total","Flag_Total","Male","Flag_Male","Female","Flag_Female","Total","Flag_Total","Male","Flag_Male","Female","Flag_Female"
"Household and dwelling characteristics","  Apartment in a building that has five or more storeys",,   21890,,,...,,...,  886705,,,...,,...
"Household and dwelling characteristics","  Other attached dwelling",6,   58135,,,...,,..., 1460200,,,...,,...
"Household and dwelling characteristics","    Semi-detached house",,   10140,,,...,,...,  289975,,,...,,...
"Household and dwelling characteristics","    Row house",,   33815,,,...,,...,  460425,,,...,,...
"Household and dwelling characteristics","    Apartment or flat in a duplex",,    2565,,,...,,...,  176080,,,...,,...
"Household and dwelling characteristics","    Apartment in a building that has fewer than five storeys",,   11395,,,...,,...,  522810,,,...,,...
"Household and dwelling characteristics","    Other single-attached house",,     215,,,...,,...,   10910,,,...,,...
"Household and dwelling characteristics","  Movable dwelling",7,      75,,,...,,...,   14890,,,...,,...
"Household and dwelling characteristics","Total - Private households by household size - 100% data",8,  192980,,,...,,..., 5169170,,,...,,...
"Household and dwelling characteristics","  1 person",,   37660,,,...,,..., 1341300,,,...,,...
"Household and dwelling characteristics","  2 persons",,   57970,,,...,,..., 1693525,,,...,,...
"Household and dwelling characteristics","  3 persons",,   34005,,,...,,...,  834260,,,...,,...
"Household and dwelling characteristics","  4 persons",,   41485,,,...,,...,  796320,,,...,,...
"Household and dwelling characteristics","  5 or more persons",,   21855,,,...,,...,  503775,,,...,,...
"Household and dwelling characteristics","Number of persons in private households",,  540980,,,...,,...,13242160,,,...,,...
"Household and dwelling characteristics","Average household size",,    2.8,,,...,,...,    2.6,,,...,,...
"Marital status","Total - Marital status for the population aged 15 years and over - 100% data",9,  441220,,  211395,,  229825,,11240525,, 5427775,, 5812750,
"Marital status","  Married or living common law",,  276820,,  138070,,  138750,, 6438085,, 3219290,, 3218795,
"Marital status","    Married",,  249100,,  124250,,  124850,, 5531930,, 2764275,, 2767655,
"Marital status","    Living common law",,   27720,,   13820,,   13905,,  906155,,  455015,,  451145,
"Marital status","  Not married and not living common law",,  164395,,   73325,,   91070,, 4802440,, 2208485,, 2593955,
"Marital status","    Never married",,  109315,,   57430,,   51890,, 3182785,, 1689180,, 1493605,
"Marital status","    Separated",,   11205,,    4435,,    6770,,  328675,,  138140,,  190535,
"Marital status","    Divorced",,   21825,,    7145,,   14685,,  653835,,  252900,,  400935,
"Marital status","    Widowed",,   22050,,    4320,,   17725,,  637150,,  128265,,  508880,
"Family characteristics","Total - Census families in private households by family size - 100% data",10,  156535,,,...,,..., 3782540,,,...,,...
"Family characteristics","  2 persons",,   63340,,,...,,..., 1815000,,,...,,...
"Family characteristics","  3 persons",,   35150,,,...,,...,  844545,,,...,,...
"Family characteristics","  4 persons",,   42205,,,...,,...,  792435,,,...,,...
"Family characteristics","  5 or more persons",,   15850,,,...,,...,  330560,,,...,,...
"Family characteristics","Average size of census families",,    3.1,,,...,,...,    2.9,,,...,,...
"Family characteristics","Total number of census families in private households - 100% data",11,  156535,,,...,,..., 3782545,,,...,,...
"Family characteristics","  Total couple families",,  135605,,,...,,..., 3137570,,,...,,...
"Family characteristics","    Married couples",,  121760,,,...,,..., 2684735,,,...,,...
"Family characteristics","    Common-law couples",,   13845,,,...,,...,  452840,,,...,,...
"Family characteristics","  Total lone-parent families by sex of parent",,   20930,,,...,,...,  644975,,,...,,...
"Family characteristics","    Female parent",,   16655,,,...,,...,  518480,,,...,,...
"Family characteristics","    Male parent",,    4280,,,...,,...,  126495,,,...,,...
"Family characteristics","Total - Couple census families in private households - 100% data",,  135605,,,...,,..., 3137565,,,...,,...
"Family characteristics","  Couples without children",,   51365,,,...,,..., 1428575,,,...,,...
"Family characteristics","  Couples with children",,   84245,,,...,,..., 1708995,,,...,,...
"Family characteristics","    1 child",,   28320,,,...,,...,  658305,,,...,,...
"Family characteristics","    2 children",,   40485,,,...,,...,  738710,,,...,,...
"Family characteristics","    3 or more children",,   15445,,,...,,...,  311975,,,...,,...
"Family characteristics","Total - Lone-parent census families in private households - 100% data",,   20930,,,...,,...,  644975,,,...,,...
"Family characteristics","  1 child",,   11975,,,...,,...,  386425,,,...,,...
"Family characteristics","  2 children",,    6830,,,...,,...,  186240,,,...,,...
"Family characteristics","  3 or more children",,    2125,,,...,,...,   72310,,,...,,...
"Family characteristics","Total - Persons not in census families in private households - 100% data",,   56975,,   23225,,   33745,, 2139825,,  990525,, 1149300,
"Household type","Total - Private households by household type - 100% data",12,  192975,,,...,,..., 5169175,,,...,,...
"Household type","  One-census-family households",,  146465,,,...,,..., 3481885,,,...,,...
"Household type","    Without children in a census family",13,   47170,,,...,,..., 1311575,,,...,,...
"Household type","    With children in a census family",14,   99295,,,...,,..., 2170315,,,...,,...
"Household type","  Multiple-census-family households",,    4890,,,...,,...,  145615,,,...,,...
"Household type","  Non-census-family households",,   41625,,,...,,..., 1541665,,,...,,...
"Household type","    One-person households",,   37660,,,...,,..., 1341305,,,...,,...
"Household type","    Two-or-more person non-census-family households",,    3960,,,...,,...,  200365,,,...,,...
"Knowledge of official languages","Total - Knowledge of official languages for the total population excluding institutional residents - 100% data",15,  544020,,  264660,,  279360,,13312865,, 6503875,, 6808990,
"Knowledge of official languages","  English only",,  484060,,  239545,,  244515,,11455500,, 5689830,, 5765665,
"Knowledge of official languages","  French only",,     380,,     160,,     220,,   40040,,   17340,,   22705,
"Knowledge of official languages","  English and French",,   52665,,   22295,,   30370,, 1490390,,  665850,,  824540,
"Knowledge of official languages","  Neither English nor French",,    6920,,    2660,,    4260,,  326935,,  130850,,  196085,
"First official language spoken","Total - First official language spoken for the total population excluding institutional residents - 100% data",16,  544025,,  264660,,  279365,,13312865,, 6503880,, 6808995,
"First official language spoken","  English",,  524050,,  256185,,  267865,,12394325,, 6095970,, 6298355,
"First official language spoken","  French",,    9155,,    4040,,    5110,,  504130,,  236875,,  267250,
"First official language spoken","  English and French",,    4040,,    1845,,    2195,,   92940,,   42910,,   50030,
"First official language spoken","  Neither English nor French",,    6780,,    2590,,    4190,,  321480,,  128125,,  193355,
"First official language spoken","Official language minority (number)",17,   11170,,    4965,,    6205,,  550600,,  258330,,  292270,
"First official language spoken","Official language minority (percentage)",17,    2.1,,    1.9,,    2.2,,    4.1,,    4.0,,    4.3,
"Mother tongue","Total - Mother tongue for the total population excluding institutional residents - 100% data",18,  544020,,  264660,,  279360,,13312870,, 6503875,, 6808990,
"Mother tongue","  Single responses",,  528785,,  257245,,  271540,,12946960,, 6327630,, 6619330,
"Mother tongue","    Official languages",,  394090,,  193360,,  200725,, 9393040,, 4637520,, 4755520,
"Mother tongue","      English",,  385160,,  189415,,  195750,, 8902320,, 4406210,, 4496110,
"Mother tongue","      French",,    8930,,    3945,,    4980,,  490715,,  231310,,  259410,
"Mother tongue","    Non-official languages",,  134695,,   63885,,   70810,, 3553920,, 1690110,, 1863810,
"Mother tongue","      Aboriginal languages",,      20,,       5,,      15,,   22765,,   10815,,   11950,
"Mother tongue","        Algonquian languages",,      10,,       5,,       5,,   21235,,   10175,,   11060,
"Mother tongue","          Blackfoot",,       0,,       0,,       0,,      10,,       5,,       5,
"Mother tongue","          Cree-Montagnais languages",,       5,,       0,,       5,,    5080,,    2485,,    2595,
"Mother tongue","            Atikamekw",,       0,,       0,,       0,,       5,,       0,,       0,
"Mother tongue","            Montagnais (Innu)",,       0,,       0,,       0,,       5,,       5,,       5,
"Mother tongue","            Moose Cree",,       0,,       0,,       0,,      85,,      40,,      45,
"Mother tongue","            Naskapi",,       0,,       0,,       0,,      10,,       5,,       5,
"Mother tongue","            Northern East Cree",,       5,,       0,,       5,,      55,,      25,,      30,
"Mother tongue","            Plains Cree",,       0,,       0,,       0,,      35,,       5,,      30,
"Mother tongue","            Southern East Cree",,       0,,       0,,       0,,       5,,       0,,       0,
"Mother tongue","            Swampy Cree",,       0,,       0,,       0,,     355,,     135,,     225,
"Mother tongue","            Woods Cree",,       0,,       0,,       0,,      15,,      10,,       5,
"Mother tongue","            Cree; n.o.s.",,       0,,       0,,       0,,    4500,,    2255,,    2245,
"Mother tongue","          Eastern Algonquian languages",,       0,,       0,,       0,,      90,,      40,,      50,
"Mother tongue","            Malecite",,       0,,       0,,       0,,      10,,       5,,       0,
"Mother tongue","            Mi'kmaq",,       5,,       0,,       0,,      85,,      35,,      50,
"Mother tongue","          Ojibway-Potawatomi languages",,      10,,       5,,      10,,   16025,,    7620,,    8400,
"Mother tongue","            Algonquin",,       0,,       0,,       0,,      65,,      30,,      35,
"Mother tongue","            Ojibway",,      10,,       0,,       5,,    9505,,    4515,,    4985,
"Mother tongue","            Oji-Cree",,       0,,       0,,       0,,    6310,,    3015,,    3300,
"Mother tongue","            Ottawa (Odawa)",,       0,,       0,,       0,,     145,,      65,,      80,
"Mother tongue","          Algonquian languages; n.i.e.",,       0,,       0,,       0,,      30,,      20,,      10,
"Mother tongue","        Athabaskan languages",,       0,,       0,,       0,,      60,,      20,,      40,
"Mother tongue","          Northern Athabaskan languages",,       0,,       0,,       0,,      55,,      20,,      35,
"Mother tongue","            Babine (Wetsuwet'en)",,       0,,       0,,       0,,       0,,       0,,       0,
"Mother tongue","            Beaver",,       0,,       0,,       0,,       0,,       0,,       0,
"Mother tongue","            Carrier",,       0,,       0,,       0,,       5,,       0,,       5,
"Mother tongue","            Chilcotin",,       0,,       0,,       0,,       5,,       0,,       5,
"Mother tongue","            Dene",,       0,,       0,,       0,,      20,,      10,,      10,
"Mother tongue","            Dogrib (Tlicho)",,       0,,       0,,       0,,       5,,       5,,       5,
"Mother tongue","            Gwich'in",,       0,,       0,,       0,,       0,,       0,,       0,
"Mother tongue","            Sarsi (Sarcee)",,       0,,       0,,       0,,      10,,       0,,       5,
"Mother tongue","            Sekani",,       0,,       0,,       0,,       0,,       0,,       0,
"Mother tongue","            Slavey-Hare languages",,       0,,       0,,       0,,       5,,       5,,       0,
"Mother tongue","              North Slavey (Hare)",,       0,,       0,,       0,,       0,,       0,,       0,
"Mother tongue","              South Slavey",,       0,,       0,,       0,,       0,,       0,,       0,
"Mother tongue","              Slavey; n.o.s.",,       0,,       0,,       0,,       0,,       0,,       5,
"Mother tongue","            Tahltan languages",,       0,,       0,,       0,,       0,,       0,,       0,
"Mother tongue","              Kaska (Nahani)",,       0,,       0,,       0,,       0,,       0,,       0,
"Mother tongue","              Tahltan",,       0,,       0,,       0,,       0,,       0,,       0,
"Mother tongue","            Tutchone languages",,       0,,       0,,       0,,       0,,       0,,       5,
"Mother tongue","              Northern Tutchone",,       0,,       0,,       0,,       0,,       0,,       0,
"Mother tongue","              Southern Tutchone",,       0,,       0,,       0,,       0,,       0,,       0,
"Mother tongue","          Athabaskan languages; n.i.e.",,       0,,       0,,       0,,       5,,       0,,       5,
"Mother tongue","        Haida",,       0,,       0,,       0,,       0,,       5,,       0,
"Mother tongue","        Inuit languages",,       0,,       0,,       0,,     475,,     165,,     305,
"Mother tongue","          Inuinnaqtun (Inuvialuktun)",,       0,,       0,,       0,,       5,,       5,,       5,
"Mother tongue","          Inuktitut",,       0,,       0,,       5,,     425,,     145,,     280,
"Mother tongue","          Inuit languages; n.i.e.",,       0,,       0,,       0,,      45,,      20,,      25,
"Mother tongue","        Iroquoian languages",,       0,,       0,,       0,,     710,,     300,,     410,
"Mother tongue","          Cayuga",,       0,,       0,,       0,,      40,,      20,,      20,
"Mother tongue","          Mohawk",,       0,,       0,,       0,,     590,,     255,,     335,
"Mother tongue","          Oneida",,       0,,       0,,       0,,      55,,      15,,      40,
"Mother tongue","          Iroquoian languages; n.i.e.",,       0,,       0,,       0,,      20,,       5,,      15,
"Mother tongue","        Kutenai",,       0,,       0,,       0,,       0,,       0,,       0,
"Mother tongue","        Michif",,       0,,       0,,       0,,      25,,      15,,      15,
"Mother tongue","        Salish languages",,       0,,       0,,       0,,       5,,       0,,       5,
"Mother tongue","          Comox",,       0,,       0,,       0,,       0,,       0,,       0,
"Mother tongue","          Halkomelem",,       0,,       0,,       0,,       0,,       0,,       0,
"Mother tongue","          Lillooet",,       0,,       0,,       0,,       0,,       0,,       0,
"Mother tongue","          Okanagan",,       0,,       0,,       0,,       0,,       0,,       0,
"Mother tongue","          Shuswap (Secwepemctsin)",,       0,,       0,,       0,,       5,,       0,,       0,
"Mother tongue","          Squamish",,       0,,       0,,       0,,       0,,       0,,       0,
"Mother tongue","          Straits",,       0,,       0,,       0,,       0,,       0,,       0,
"Mother tongue","          Thompson (Ntlakapamux)",,       0,,       0,,       0,,       0,,       0,,       0,
"Mother tongue","          Salish languages; n.i.e.",,       0,,       0,,       0,,       0,,       0,,       0,
"Mother tongue","        Siouan languages",,       0,,       0,,       0,,      10,,       5,,       5,
"Mother tongue","          Dakota",,       0,,       0,,       0,,       5,,       5,,       5,
"Mother tongue","          Stoney",,       0,,       0,,       0,,       0,,       0,,       0,
"Mother tongue","          Siouan languages; n.i.e.",,       0,,       0,,       0,,      10,,       5,,       5,
"Mother tongue","        Tlingit",,       0,,       0,,       0,,       0,,       0,,       0,
"Mother tongue","        Tsimshian languages",,       0,,       0,,       0,,       5,,       5,,       0,
"Mother tongue","          Gitxsan (Gitksan)",,       0,,       0,,       0,,       0,,       0,,       5,
"Mother tongue","          Nisga'a",,       0,,       0,,       0,,       5,,       0,,       0,
"Mother tongue","          Tsimshian",,       0,,       0,,       0,,       0,,       5,,       0,
"Mother tongue","        Wakashan languages",,       0,,       0,,       0,,       0,,       0,,       5,
"Mother tongue","          Haisla",,       0,,       0,,       0,,       0,,       0,,       0,
"Mother tongue","          Heiltsuk",,       0,,       0,,       0,,       0,,       0,,       0,
"Mother tongue","          Kwakiutl (Kwak'wala)",,       0,,       0,,       0,,       0,,       0,,       0,
"Mother tongue","          Nuu-chah-nulth (Nootka)",,       0,,       0,,       0,,       5,,       5,,       0,
"Mother tongue","          Wakashan languages; n.i.e.",,       0,,       0,,       0,,       0,,       0,,       0,
"Mother tongue","        Aboriginal languages; n.o.s.",,       5,,       5,,       5,,     235,,     130,,     105,
"Mother tongue","      Non-Aboriginal languages",,  134675,,   63875,,   70800,, 3531160,, 1679300,, 1851865,
"Mother tongue","        Afro-Asiatic languages",,   11005,,    5560,,    5445,,  253830,,  127720,,  126110,
"Mother tongue","          Berber languages",,      25,,      15,,      10,,     725,,     405,,     320,
"Mother tongue","            Kabyle",,       5,,       5,,       0,,     425,,     225,,     200,
"Mother tongue","            Berber languages; n.i.e.",,      25,,      10,,      10,,     305,,     180,,     120,
"Mother tongue","          Cushitic languages",,     120,,      50,,      65,,   24605,,   10730,,   13870,
"Mother tongue","            Bilen",,       0,,       0,,       0,,     250,,     140,,     110,
"Mother tongue","            Oromo",,      25,,       5,,      15,,    1445,,     720,,     730,
"Mother tongue","            Somali",,      95,,      50,,      55,,   22680,,    9755,,   12925,
"Mother tongue","            Cushitic languages; n.i.e.",,       0,,       0,,       0,,     225,,     115,,     110,
"Mother tongue","          Semitic languages",,   10850,,    5490,,    5360,,  227985,,  116320,,  111665,
"Mother tongue","            Amharic",,      70,,      30,,      35,,   10720,,    4960,,    5760,
"Mother tongue","            Arabic",,    9875,,    5040,,    4830,,  171370,,   88400,,   82965,
"Mother tongue","            Assyrian Neo-Aramaic",,     280,,     130,,     150,,   14555,,    7135,,    7420,
"Mother tongue","            Chaldean Neo-Aramaic",,     120,,      50,,      70,,    4795,,    2365,,    2425,
"Mother tongue","            Harari",,       5,,       5,,       0,,    1030,,     485,,     545,
"Mother tongue","            Hebrew",,      95,,      55,,      45,,   11575,,    6220,,    5350,
"Mother tongue","            Maltese",,     285,,     120,,     165,,    5175,,    2575,,    2600,
"Mother tongue","            Tigrigna",,      45,,      25,,      25,,    7345,,    3470,,    3870,
"Mother tongue","            Semitic languages; n.i.e.",,      75,,      35,,      40,,    1435,,     705,,     730,
"Mother tongue","          Afro-Asiatic languages; n.i.e.",,      10,,       5,,       5,,     520,,     265,,     250,
"Mother tongue","        Austro-Asiatic languages",,    1380,,     595,,     780,,   78125,,   35880,,   42240,
"Mother tongue","          Khmer (Cambodian)",,      45,,      20,,      25,,    7355,,    3330,,    4020,
"Mother tongue","          Vietnamese",,    1335,,     580,,     755,,   70690,,   32520,,   38165,
"Mother tongue","          Austro-Asiatic languages; n.i.e",,       0,,       0,,       0,,      85,,      30,,      50,
"Mother tongue","        Austronesian languages",,    6125,,    2370,,    3755,,  194380,,   76060,,  118315,
"Mother tongue","          Bikol",,      10,,       5,,       5,,     595,,     260,,     330,
"Mother tongue","          Cebuano",,     215,,      80,,     130,,    6545,,    2500,,    4045,
"Mother tongue","          Fijian",,       5,,       5,,       0,,      80,,      45,,      40,
"Mother tongue","          Hiligaynon",,      55,,      25,,      30,,    2750,,    1030,,    1725,
"Mother tongue","          Ilocano",,     200,,      90,,     110,,   11285,,    4430,,    6860,
"Mother tongue","          Malagasy",,       0,,       0,,       0,,     100,,      45,,      55,
"Mother tongue","          Malay",,     280,,     115,,     165,,    5760,,    2520,,    3240,
"Mother tongue","          Pampangan (Kapampangan; Pampango)",,      95,,      40,,      55,,    1505,,     670,,     840,
"Mother tongue","          Pangasinan",,      10,,       5,,       5,,     535,,     215,,     315,
"Mother tongue","          Tagalog (Pilipino; Filipino)",,    5200,,    1980,,    3215,,  163415,,   63665,,   99755,
"Mother tongue","          Waray-Waray",,       5,,       0,,       5,,     405,,     140,,     270,
"Mother tongue","          Austronesian languages; n.i.e.",,      55,,      25,,      30,,    1400,,     550,,     850,
"Mother tongue","        Creole languages",,     170,,      85,,      80,,   11255,,    5095,,    6165,
"Mother tongue","          Haitian Creole",,      10,,       5,,       5,,     630,,     290,,     340,
"Mother tongue","          Creole; n.o.s.",,     105,,      55,,      50,,    8025,,    3580,,    4440,
"Mother tongue","          Creole languages; n.i.e.",,      60,,      30,,      30,,    2605,,    1225,,    1380,
"Mother tongue","        Dravidian languages",,    2495,,    1235,,    1255,,  148605,,   73530,,   75075,
"Mother tongue","          Kannada",,     115,,      60,,      55,,    2670,,    1365,,    1305,
"Mother tongue","          Malayalam",,     575,,     285,,     295,,   17140,,    8795,,    8350,
"Mother tongue","          Tamil",,    1370,,     675,,     700,,  117630,,   57310,,   60320,
"Mother tongue","          Telugu",,     410,,     210,,     205,,   10820,,    5895,,    4925,
"Mother tongue","          Dravidian languages; n.i.e.",,      15,,       5,,       5,,     340,,     165,,     175,
"Mother tongue","        Hmong-Mien languages",,       0,,       0,,       0,,     525,,     250,,     270,
"Mother tongue","        Indo-European languages",,   90635,,   43450,,   47185,, 2024365,,  980200,, 1044165,
"Mother tongue","          Albanian",,     635,,     310,,     325,,   19045,,    9535,,    9510,
"Mother tongue","          Armenian",,     300,,     150,,     150,,   15070,,    7305,,    7765,
"Mother tongue","          Balto-Slavic languages",,   24880,,   11495,,   13385,,  410725,,  188695,,  222025,
"Mother tongue","            Baltic languages",,     545,,     225,,     320,,    9080,,    3785,,    5295,
"Mother tongue","              Latvian",,     190,,      75,,     115,,    3910,,    1650,,    2260,
"Mother tongue","              Lithuanian",,     360,,     150,,     210,,    5175,,    2135,,    3035,
"Mother tongue","            Slavic languages",,   24340,,   11270,,   13065,,  401645,,  184915,,  216730,
"Mother tongue","              Belarusan",,      15,,      10,,       5,,     515,,     230,,     280,
"Mother tongue","              Bosnian",,     265,,     125,,     140,,    6370,,    3125,,    3245,
"Mother tongue","              Bulgarian",,     530,,     260,,     270,,    9095,,    4355,,    4740,
"Mother tongue","              Croatian",,    4035,,    1990,,    2045,,   31875,,   15460,,   16410,
"Mother tongue","              Czech",,     615,,     265,,     350,,   10670,,    4930,,    5740,
"Mother tongue","              Macedonian",,     700,,     335,,     365,,   15635,,    7470,,    8165,
"Mother tongue","              Polish",,    8785,,    3990,,    4795,,  121075,,   54675,,   66405,
"Mother tongue","              Russian",,    3485,,    1540,,    1945,,  101100,,   45630,,   55470,
"Mother tongue","              Serbian",,    2695,,    1295,,    1400,,   41740,,   20585,,   21150,
"Mother tongue","              Serbo-Croatian",,     275,,     125,,     150,,    4875,,    2310,,    2570,
"Mother tongue","              Slovak",,     700,,     320,,     375,,   10280,,    4710,,    5565,
"Mother tongue","              Slovene (Slovenian)",,     385,,     165,,     215,,    6740,,    2995,,    3745,
"Mother tongue","              Ukrainian",,    1815,,     815,,     995,,   40375,,   17760,,   22610,
"Mother tongue","              Slavic languages; n.i.e.",,      45,,      25,,      20,,    1310,,     670,,     635,
"Mother tongue","          Celtic languages",,      65,,      30,,      35,,    1110,,     505,,     605,
"Mother tongue","            Scottish Gaelic",,      20,,      10,,      10,,     450,,     210,,     240,
"Mother tongue","            Welsh",,      35,,      20,,      15,,     435,,     180,,     260,
"Mother tongue","            Celtic languages; n.i.e.",,      10,,       0,,       5,,     225,,     120,,     110,
"Mother tongue","          Germanic languages",,    7480,,    3390,,    4090,,  200640,,   94475,,  106165,
"Mother tongue","            Afrikaans",,     340,,     155,,     185,,    2295,,    1125,,    1170,
"Mother tongue","            Danish",,     310,,     145,,     160,,    4265,,    2010,,    2250,
"Mother tongue","            Dutch",,    2250,,    1060,,    1185,,   51720,,   24875,,   26840,
"Mother tongue","            Frisian",,      30,,      15,,      10,,    1240,,     630,,     620,
"Mother tongue","            German",,    4230,,    1875,,    2355,,  131525,,   61520,,   70005,
"Mother tongue","            Icelandic",,      20,,      10,,       5,,     210,,     100,,     110,
"Mother tongue","            Norwegian",,      65,,      30,,      35,,     940,,     405,,     540,
"Mother tongue","            Swedish",,     145,,      65,,      80,,    2395,,    1040,,    1350,
"Mother tongue","            Vlaams (Flemish)",,      65,,      20,,      40,,    2150,,     925,,    1225,
"Mother tongue","            Yiddish",,      25,,      10,,      10,,    3735,,    1765,,    1970,
"Mother tongue","            Germanic languages; n.i.e.",,       5,,       5,,       0,,     170,,      80,,      85,
"Mother tongue","          Greek",,    1425,,     710,,     720,,   55415,,   27305,,   28110,
"Mother tongue","          Indo-Iranian languages",,   29120,,   14420,,   14705,,  707845,,  357350,,  350495,
"Mother tongue","            Indo-Aryan languages",,   25490,,   12625,,   12865,,  565600,,  285720,,  279875,
"Mother tongue","              Bengali",,     855,,     435,,     420,,   46810,,   23615,,   23195,
"Mother tongue","              Gujarati",,    2040,,     985,,    1055,,   76675,,   38740,,   37940,
"Mother tongue","              Hindi",,    2680,,    1310,,    1370,,   58735,,   29805,,   28930,
"Mother tongue","              Kashmiri",,      50,,      20,,      30,,     345,,     170,,     175,
"Mother tongue","              Konkani",,     130,,      65,,      75,,    2510,,    1195,,    1315,
"Mother tongue","              Marathi",,     205,,     100,,     110,,    5490,,    2805,,    2685,
"Mother tongue","              Nepali",,     120,,      50,,      70,,    7870,,    3915,,    3960,
"Mother tongue","              Oriya (Odia)",,      30,,      20,,      15,,     715,,     380,,     335,
"Mother tongue","              Punjabi (Panjabi)",,    6585,,    3265,,    3320,,  197060,,  100160,,   96895,
"Mother tongue","              Sindhi",,     275,,     140,,     135,,    6840,,    3225,,    3615,
"Mother tongue","              Sinhala (Sinhalese)",,     480,,     230,,     250,,   10165,,    4925,,    5235,
"Mother tongue","              Urdu",,   12035,,    6015,,    6020,,  152385,,   76795,,   75595,
"Mother tongue","            Iranian languages",,    3500,,    1720,,    1780,,  139675,,   70270,,   69405,
"Mother tongue","              Kurdish",,      90,,      45,,      40,,    6665,,    3615,,    3050,
"Mother tongue","              Pashto",,     580,,     275,,     305,,   10950,,    5630,,    5315,
