,,,"Oxford, County [Census division], Ontario",,,,,,"Ontario [Province]"
"Topic","Characteristics","Note","Total","Flag_Total","Male","Flag_Male","Female","Flag_Female","Total","Flag_Total","Male","Flag_Male","Female","Flag_Female"
"Household and dwelling characteristics","Total - Private households by household size - 100% data",8,   44265,,,...,,..., 5169170,,,...,,...
"Household and dwelling characteristics","  1 person",,   11285,,,...,,..., 1341300,,,...,,...
"Household and dwelling characteristics","  2 persons",,   16730,,,...,,..., 1693525,,,...,,...
"Household and dwelling characteristics","  3 persons",,    6490,,,...,,...,  834260,,,...,,...
"Household and dwelling characteristics","  4 persons",,    6065,,,...,,...,  796320,,,...,,...
"Household and dwelling characteristics","  5 or more persons",,    3690,,,...,,...,  503775,,,...,,...
"Household and dwelling characteristics","Number of persons in private households",,  109155,,,...,,...,13242160,,,...,,...
"Household and dwelling characteristics","Average household size",,    2.5,,,...,,...,    2.6,,,...,,...
"Marital status","Total - Marital status for the population aged 15 years and over - 100% data",9,   91145,,   44605,,   46540,,11240525,, 5427775,, 5812750,
"Marital status","  Married or living common law",,   56630,,   28320,,   28310,, 6438085,, 3219290,, 3218795,
"Marital status","    Married",,   47420,,   23720,,   23695,, 5531930,, 2764275,, 2767655,
"Marital status","    Living common law",,    9210,,    4600,,    4610,,  906155,,  455015,,  451145,
"Marital status","  Not married and not living common law",,   34515,,   16285,,   18235,, 4802440,, 2208485,, 2593955,
"Marital status","    Never married",,   20685,,   11585,,    9105,, 3182785,, 1689180,, 1493605,
"Marital status","    Separated",,    2750,,    1240,,    1515,,  328675,,  138140,,  190535,
"Marital status","    Divorced",,    5175,,    2235,,    2940,,  653835,,  252900,,  400935,
"Marital status","    Widowed",,    5905,,    1230,,    4675,,  637150,,  128265,,  508880,
"Family characteristics","Total - Census families in private households by family size - 100% data",10,   32460,,,...,,..., 3782540,,,...,,...
"Family characteristics","  2 persons",,   17215,,,...,,..., 1815000,,,...,,...
"Family characteristics","  3 persons",,    6330,,,...,,...,  844545,,,...,,...
"Family characteristics","  4 persons",,    5835,,,...,,...,  792435,,,...,,...
"Family characteristics","  5 or more persons",,    3070,,,...,,...,  330560,,,...,,...
"Family characteristics","Average size of census families",,    2.9,,,...,,...,    2.9,,,...,,...
"Family characteristics","Total number of census families in private households - 100% data",11,   32460,,,...,,..., 3782545,,,...,,...
"Family characteristics","  Total couple families",,   27905,,,...,,..., 3137570,,,...,,...
"Family characteristics","    Married couples",,   23305,,,...,,..., 2684735,,,...,,...
"Family characteristics","    Common-law couples",,    4605,,,...,,...,  452840,,,...,,...
"Family characteristics","  Total lone-parent families by sex of parent",,    4555,,,...,,...,  644975,,,...,,...
"Family characteristics","    Female parent",,    3490,,,...,,...,  518480,,,...,,...
"Family characteristics","    Male parent",,    1065,,,...,,...,  126495,,,...,,...
"Family characteristics","Total - Couple census families in private households - 100% data",,   27905,,,...,,..., 3137565,,,...,,...
"Family characteristics","  Couples without children",,   14520,,,...,,..., 1428575,,,...,,...
"Family characteristics","  Couples with children",,   13385,,,...,,..., 1708995,,,...,,...
"Family characteristics","    1 child",,    4970,,,...,,...,  658305,,,...,,...
"Family characteristics","    2 children",,    5450,,,...,,...,  738710,,,...,,...
"Family characteristics","    3 or more children",,    2965,,,...,,...,  311975,,,...,,...
"Family characteristics","Total - Lone-parent census families in private households - 100% data",,    4550,,,...,,...,  644975,,,...,,...
"Family characteristics","  1 child",,    2695,,,...,,...,  386425,,,...,,...
"Family characteristics","  2 children",,    1365,,,...,,...,  186240,,,...,,...
"Family characteristics","  3 or more children",,     495,,,...,,...,   72310,,,...,,...
"Family characteristics","Total - Persons not in census families in private households - 100% data",,   15320,,    7390,,    7940,, 2139825,,  990525,, 1149300,
"Household type","Total - Private households by household type - 100% data",12,   44265,,,...,,..., 5169175,,,...,,...
"Household type","  One-census-family households",,   31295,,,...,,..., 3481885,,,...,,...
"Household type","    Without children in a census family",13,   14050,,,...,,..., 1311575,,,...,,...
"Household type","    With children in a census family",14,   17245,,,...,,..., 2170315,,,...,,...
"Household type","  Multiple-census-family households",,     575,,,...,,...,  145615,,,...,,...
"Household type","  Non-census-family households",,   12395,,,...,,..., 1541665,,,...,,...
"Household type","    One-person households",,   11285,,,...,,..., 1341305,,,...,,...
"Household type","    Two-or-more person non-census-family households",,    1110,,,...,,...,  200365,,,...,,...
"Knowledge of official languages","Total - Knowledge of official languages for the total population excluding institutional residents - 100% data",15,  109720,,   54365,,   55355,,13312865,, 6503875,, 6808990,
"Knowledge of official languages","  English only",,  104690,,   52215,,   52475,,11455500,, 5689830,, 5765665,
"Knowledge of official languages","  French only",,      30,,      15,,      20,,   40040,,   17340,,   22705,
"Knowledge of official languages","  English and French",,    4565,,    1920,,    2650,, 1490390,,  665850,,  824540,
"Knowledge of official languages","  Neither English nor French",,     435,,     220,,     215,,  326935,,  130850,,  196085,
"First official language spoken","Total - First official language spoken for the total population excluding institutional residents - 100% data",16,  109725,,   54370,,   55360,,13312865,, 6503880,, 6808995,
"First official language spoken","  English",,  108245,,   53670,,   54575,,12394325,, 6095970,, 6298355,
"First official language spoken","  French",,     960,,     450,,     515,,  504130,,  236875,,  267250,
"First official language spoken","  English and French",,     100,,      40,,      55,,   92940,,   42910,,   50030,
"First official language spoken","  Neither English nor French",,     415,,     210,,     210,,  321480,,  128125,,  193355,
"First official language spoken","Official language minority (number)",17,    1010,,     470,,     540,,  550600,,  258330,,  292270,
"First official language spoken","Official language minority (percentage)",17,    0.9,,    0.9,,    1.0,,    4.1,,    4.0,,    4.3,
"Mother tongue","Total - Mother tongue for the total population excluding institutional residents - 100% data",18,  109720,,   54370,,   55360,,13312870,, 6503875,, 6808990,
"Mother tongue","  Single responses",,  108875,,   53950,,   54925,,12946960,, 6327630,, 6619330,
"Mother tongue","    Official languages",,   99290,,   49235,,   50055,, 9393040,, 4637520,, 4755520,
"Mother tongue","      English",,   98190,,   48730,,   49460,, 8902320,, 4406210,, 4496110,
"Mother tongue","      French",,    1105,,     505,,     595,,  490715,,  231310,,  259410,
"Mother tongue","    Non-official languages",,    9580,,    4715,,    4870,, 3553920,, 1690110,, 1863810,
"Mother tongue","      Aboriginal languages",,      10,,       0,,      10,,   22765,,   10815,,   11950,
"Mother tongue","        Algonquian languages",,       5,,       0,,       5,,   21235,,   10175,,   11060,
"Mother tongue","          Blackfoot",,       0,,       0,,       0,,      10,,       5,,       5,
"Mother tongue","          Cree-Montagnais languages",,       0,,       5,,       0,,    5080,,    2485,,    2595,
"Mother tongue","            Atikamekw",,       0,,       0,,       0,,       5,,       0,,       0,
"Mother tongue","            Montagnais (Innu)",,       0,,       0,,       0,,       5,,       5,,       5,
"Mother tongue","            Moose Cree",,       0,,       0,,       0,,      85,,      40,,      45,
"Mother tongue","            Naskapi",,       0,,       0,,       0,,      10,,       5,,       5,
"Mother tongue","            Northern East Cree",,       0,,       0,,       0,,      55,,      25,,      30,
"Mother tongue","            Plains Cree",,       0,,       0,,       0,,      35,,       5,,      30,
"Mother tongue","            Southern East Cree",,       0,,       0,,       0,,       5,,       0,,       0,
"Mother tongue","            Swampy Cree",,       0,,       0,,       0,,     355,,     135,,     225,
"Mother tongue","            Woods Cree",,       0,,       0,,       0,,      15,,      10,,       5,
"Mother tongue","            Cree; n.o.s.",,       0,,       0,,       0,,    4500,,    2255,,    2245,
"Mother tongue","          Eastern Algonquian languages",,       0,,       0,,       0,,      90,,      40,,      50,
"Mother tongue","            Malecite",,       0,,       0,,       0,,      10,,       5,,       0,
"Mother tongue","            Mi'kmaq",,       0,,       0,,       0,,      85,,      35,,      50,
"Mother tongue","          Ojibway-Potawatomi languages",,       0,,       0,,       0,,   16025,,    7620,,    8400,
"Mother tongue","            Algonquin",,       0,,       0,,       0,,      65,,      30,,      35,
"Mother tongue","            Ojibway",,       0,,       0,,       0,,    9505,,    4515,,    4985,
"Mother tongue","            Oji-Cree",,       0,,       0,,       0,,    6310,,    3015,,    3300,
"Mother tongue","            Ottawa (Odawa)",,       0,,       0,,       0,,     145,,      65,,      80,
"Mother tongue","          Algonquian languages; n.i.e.",,       0,,       0,,       0,,      30,,      20,,      10,
"Mother tongue","        Athabaskan languages",,       0,,       0,,       0,,      60,,      20,,      40,
"Mother tongue","          Northern Athabaskan languages",,       0,,       0,,       0,,      55,,      20,,      35,
"Mother tongue","            Babine (Wetsuwet'en)",,       0,,       0,,       0,,       0,,       0,,       0,
"Mother tongue","            Beaver",,       0,,       0,,       0,,       0,,       0,,       0,
"Mother tongue","            Carrier",,       0,,       0,,       0,,       5,,       0,,       5,
"Mother tongue","            Chilcotin",,       0,,       0,,       0,,       5,,       0,,       5,
"Mother tongue","            Dene",,       0,,       0,,       0,,      20,,      10,,      10,
"Mother tongue","            Dogrib (Tlicho)",,       0,,       0,,       0,,       5,,       5,,       5,
"Mother tongue","            Gwich'in",,       0,,       0,,       0,,       0,,       0,,       0,
"Mother tongue","            Sarsi (Sarcee)",,       0,,       0,,       0,,      10,,       0,,       5,
"Mother tongue","            Sekani",,       0,,       0,,       0,,       0,,       0,,       0,
"Mother tongue","            Slavey-Hare languages",,       0,,       0,,       0,,       5,,       5,,       0,
"Mother tongue","              North Slavey (Hare)",,       0,,       0,,       0,,       0,,       0,,       0,
"Mother tongue","              South Slavey",,       0,,       0,,       0,,       0,,       0,,       0,
"Mother tongue","              Slavey; n.o.s.",,       5,,       0,,       0,,       0,,       0,,       5,
"Mother tongue","            Tahltan languages",,       0,,       0,,       0,,       0,,       0,,       0,
"Mother tongue","              Kaska (Nahani)",,       0,,       0,,       0,,       0,,       0,,       0,
"Mother tongue","              Tahltan",,       0,,       0,,       0,,       0,,       0,,       0,
"Mother tongue","            Tutchone languages",,       0,,       0,,       0,,       0,,       0,,       5,
"Mother tongue","              Northern Tutchone",,       0,,       0,,       0,,       0,,       0,,       0,
"Mother tongue","              Southern Tutchone",,       0,,       0,,       0,,       0,,       0,,       0,
"Mother tongue","          Athabaskan languages; n.i.e.",,       0,,       0,,       0,,       5,,       0,,       5,
"Mother tongue","        Haida",,       0,,       0,,       0,,       0,,       5,,       0,
"Mother tongue","        Inuit languages",,       0,,       0,,       0,,     475,,     165,,     305,
"Mother tongue","          Inuinnaqtun (Inuvialuktun)",,       0,,       0,,       0,,       5,,       5,,       5,
"Mother tongue","          Inuktitut",,       0,,       0,,       0,,     425,,     145,,     280,
"Mother tongue","          Inuit languages; n.i.e.",,       0,,       0,,       0,,      45,,      20,,      25,
"Mother tongue","        Iroquoian languages",,       0,,       0,,       0,,     710,,     300,,     410,
"Mother tongue","          Cayuga",,       0,,       0,,       0,,      40,,      20,,      20,
"Mother tongue","          Mohawk",,       0,,       0,,       0,,     590,,     255,,     335,
"Mother tongue","          Oneida",,       0,,       0,,       5,,      55,,      15,,      40,
"Mother tongue","          Iroquoian languages; n.i.e.",,       0,,       0,,       0,,      20,,       5,,      15,
"Mother tongue","        Kutenai",,       0,,       0,,       0,,       0,,       0,,       0,
"Mother tongue","        Michif",,       0,,       0,,       0,,      25,,      15,,      15,
"Mother tongue","        Salish languages",,       0,,       0,,       0,,       5,,       0,,       5,
"Mother tongue","          Comox",,       0,,       0,,       0,,       0,,       0,,       0,
"Mother tongue","          Halkomelem",,       0,,       0,,       0,,       0,,       0,,       0,
"Mother tongue","          Lillooet",,       0,,       0,,       0,,       0,,       0,,       0,
"Mother tongue","          Okanagan",,       0,,       0,,       0,,       0,,       0,,       0,
"Mother tongue","          Shuswap (Secwepemctsin)",,       0,,       0,,       0,,       5,,       0,,       0,
"Mother tongue","          Squamish",,       0,,       0,,       0,,       0,,       0,,       0,
"Mother tongue","          Straits",,       0,,       0,,       0,,       0,,       0,,       0,
"Mother tongue","          Thompson (Ntlakapamux)",,       0,,       0,,       0,,       0,,       0,,       0,
"Mother tongue","          Salish languages; n.i.e.",,       0,,       0,,       0,,       0,,       0,,       0,
"Mother tongue","        Siouan languages",,       0,,       0,,       0,,      10,,       5,,       5,
"Mother tongue","          Dakota",,       0,,       0,,       0,,       5,,       5,,       5,
"Mother tongue","          Stoney",,       0,,       0,,       0,,       0,,       0,,       0,
"Mother tongue","          Siouan languages; n.i.e.",,       0,,       0,,       0,,      10,,       5,,       5,
"Mother tongue","        Tlingit",,       0,,       0,,       0,,       0,,       0,,       0,
"Mother tongue","        Tsimshian languages",,       0,,       0,,       0,,       5,,       5,,       0,
"Mother tongue","          Gitxsan (Gitksan)",,       0,,       0,,       0,,       0,,       0,,       5,
"Mother tongue","          Nisga'a",,       0,,       0,,       0,,       5,,       0,,       0,
"Mother tongue","          Tsimshian",,       0,,       0,,       0,,       0,,       5,,       0,
"Mother tongue","        Wakashan languages",,       0,,       0,,       0,,       0,,       0,,       5,
"Mother tongue","          Haisla",,       0,,       0,,       0,,       0,,       0,,       0,
"Mother tongue","          Heiltsuk",,       0,,       0,,       0,,       0,,       0,,       0,
"Mother tongue","          Kwakiutl (Kwak'wala)",,       0,,       0,,       0,,       0,,       0,,       0,
"Mother tongue","          Nuu-chah-nulth (Nootka)",,       0,,       0,,       0,,       5,,       5,,       0,
"Mother tongue","          Wakashan languages; n.i.e.",,       0,,       0,,       0,,       0,,       0,,       0,
"Mother tongue","        Aboriginal languages; n.o.s.",,       0,,       0,,       5,,     235,,     130,,     105,
"Mother tongue","      Non-Aboriginal languages",,    9575,,    4715,,    4860,, 3531160,, 1679300,, 1851865,
"Mother tongue","        Afro-Asiatic languages",,     120,,      75,,      50,,  253830,,  127720,,  126110,
"Mother tongue","          Berber languages",,       0,,       0,,       0,,     725,,     405,,     320,
"Mother tongue","            Kabyle",,       0,,       0,,       0,,     425,,     225,,     200,
"Mother tongue","            Berber languages; n.i.e.",,       0,,       0,,       0,,     305,,     180,,     120,
"Mother tongue","          Cushitic languages",,       0,,       0,,       0,,   24605,,   10730,,   13870,
"Mother tongue","            Bilen",,       0,,       0,,       0,,     250,,     140,,     110,
"Mother tongue","            Oromo",,       0,,       0,,       0,,    1445,,     720,,     730,
"Mother tongue","            Somali",,       0,,       0,,       0,,   22680,,    9755,,   12925,
"Mother tongue","            Cushitic languages; n.i.e.",,       0,,       0,,       0,,     225,,     115,,     110,
"Mother tongue","          Semitic languages",,     120,,      75,,      50,,  227985,,  116320,,  111665,
"Mother tongue","            Amharic",,       0,,       5,,       0,,   10720,,    4960,,    5760,
"Mother tongue","            Arabic",,     100,,      55,,      40,,  171370,,   88400,,   82965,
"Mother tongue","            Assyrian Neo-Aramaic",,       5,,       0,,       5,,   14555,,    7135,,    7420,
"Mother tongue","            Chaldean Neo-Aramaic",,       0,,       0,,       0,,    4795,,    2365,,    2425,
"Mother tongue","            Harari",,       5,,       5,,       0,,    1030,,     485,,     545,
"Mother tongue","            Hebrew",,       5,,       0,,       0,,   11575,,    6220,,    5350,
"Mother tongue","            Maltese",,       5,,       5,,       0,,    5175,,    2575,,    2600,
"Mother tongue","            Tigrigna",,       5,,       5,,       5,,    7345,,    3470,,    3870,
"Mother tongue","            Semitic languages; n.i.e.",,       0,,       0,,       0,,    1435,,     705,,     730,
"Mother tongue","          Afro-Asiatic languages; n.i.e.",,       0,,       0,,       0,,     520,,     265,,     250,
"Mother tongue","        Austro-Asiatic languages",,     180,,      80,,      95,,   78125,,   35880,,   42240,
"Mother tongue","          Khmer (Cambodian)",,      15,,      10,,       5,,    7355,,    3330,,    4020,
"Mother tongue","          Vietnamese",,     165,,      70,,      90,,   70690,,   32520,,   38165,
"Mother tongue","          Austro-Asiatic languages; n.i.e",,       0,,       0,,       0,,      85,,      30,,      50,
"Mother tongue","        Austronesian languages",,     150,,      45,,     105,,  194380,,   76060,,  118315,
"Mother tongue","          Bikol",,       0,,       0,,       0,,     595,,     260,,     330,
"Mother tongue","          Cebuano",,      10,,       0,,      10,,    6545,,    2500,,    4045,
"Mother tongue","          Fijian",,       0,,       0,,       0,,      80,,      45,,      40,
"Mother tongue","          Hiligaynon",,       0,,       0,,       0,,    2750,,    1030,,    1725,
"Mother tongue","          Ilocano",,      10,,       5,,       5,,   11285,,    4430,,    6860,
"Mother tongue","          Malagasy",,       0,,       0,,       0,,     100,,      45,,      55,
"Mother tongue","          Malay",,       5,,       5,,       5,,    5760,,    2520,,    3240,
"Mother tongue","          Pampangan (Kapampangan; Pampango)",,       0,,       0,,       0,,    1505,,     670,,     840,
"Mother tongue","          Pangasinan",,       0,,       0,,       0,,     535,,     215,,     315,
"Mother tongue","          Tagalog (Pilipino; Filipino)",,     110,,      30,,      80,,  163415,,   63665,,   99755,
"Mother tongue","          Waray-Waray",,       0,,       0,,       0,,     405,,     140,,     270,
"Mother tongue","          Austronesian languages; n.i.e.",,       5,,       0,,       0,,    1400,,     550,,     850,
"Mother tongue","        Creole languages",,      15,,      10,,      10,,   11255,,    5095,,    6165,
"Mother tongue","          Haitian Creole",,       0,,       0,,       0,,     630,,     290,,     340,
"Mother tongue","          Creole; n.o.s.",,       5,,       5,,       0,,    8025,,    3580,,    4440,
"Mother tongue","          Creole languages; n.i.e.",,      15,,       5,,       5,,    2605,,    1225,,    1380,
"Mother tongue","        Dravidian languages",,      50,,      25,,      30,,  148605,,   73530,,   75075,
"Mother tongue","          Kannada",,       0,,       0,,       0,,    2670,,    1365,,    1305,
"Mother tongue","          Malayalam",,      40,,      15,,      20,,   17140,,    8795,,    8350,
"Mother tongue","          Tamil",,      10,,       5,,       5,,  117630,,   57310,,   60320,
"Mother tongue","          Telugu",,       0,,       0,,       5,,   10820,,    5895,,    4925,
"Mother tongue","          Dravidian languages; n.i.e.",,       0,,       0,,       0,,     340,,     165,,     175,
"Mother tongue","        Hmong-Mien languages",,       5,,       0,,       0,,     525,,     250,,     270,
"Mother tongue","        Indo-European languages",,    8040,,    4005,,    4040,, 2024365,,  980200,, 1044165,
"Mother tongue","          Albanian",,      20,,      10,,      10,,   19045,,    9535,,    9510,
"Mother tongue","          Armenian",,       0,,       0,,       5,,   15070,,    7305,,    7765,
"Mother tongue","          Balto-Slavic languages",,    1100,,     505,,     595,,  410725,,  188695,,  222025,
"Mother tongue","            Baltic languages",,      45,,      20,,      25,,    9080,,    3785,,    5295,
"Mother tongue","              Latvian",,      10,,       5,,       5,,    3910,,    1650,,    2260,
"Mother tongue","              Lithuanian",,      35,,      15,,      20,,    5175,,    2135,,    3035,
"Mother tongue","            Slavic languages",,    1060,,     485,,     575,,  401645,,  184915,,  216730,
"Mother tongue","              Belarusan",,       0,,       0,,       0,,     515,,     230,,     280,
"Mother tongue","              Bosnian",,      35,,      20,,      15,,    6370,,    3125,,    3245,
"Mother tongue","              Bulgarian",,       5,,       0,,       0,,    9095,,    4355,,    4740,
"Mother tongue","              Croatian",,      55,,      25,,      30,,   31875,,   15460,,   16410,
"Mother tongue","              Czech",,      20,,       5,,      15,,   10670,,    4930,,    5740,
"Mother tongue","              Macedonian",,       0,,       0,,       0,,   15635,,    7470,,    8165,
"Mother tongue","              Polish",,     700,,     305,,     390,,  121075,,   54675,,   66405,
"Mother tongue","              Russian",,      50,,      20,,      25,,  101100,,   45630,,   55470,
"Mother tongue","              Serbian",,      45,,      20,,      25,,   41740,,   20585,,   21150,
"Mother tongue","              Serbo-Croatian",,       5,,       5,,       5,,    4875,,    2310,,    2570,
"Mother tongue","              Slovak",,      30,,      15,,      10,,   10280,,    4710,,    5565,
"Mother tongue","              Slovene (Slovenian)",,      20,,      10,,      10,,    6740,,    2995,,    3745,
"Mother tongue","              Ukrainian",,      90,,      45,,      45,,   40375,,   17760,,   22610,
"Mother tongue","              Slavic languages; n.i.e.",,       5,,       5,,       5,,    1310,,     670,,     635,
"Mother tongue","          Celtic languages",,      15,,       5,,      10,,    1110,,     505,,     605,
"Mother tongue","            Scottish Gaelic",,       0,,       0,,       5,,     450,,     210,,     240,
"Mother tongue","            Welsh",,      10,,       5,,      10,,     435,,     180,,     260,
"Mother tongue","            Celtic languages; n.i.e.",,       0,,       0,,       0,,     225,,     120,,     110,
"Mother tongue","          Germanic languages",,    5155,,    2540,,    2615,,  200640,,   94475,,  106165,
"Mother tongue","            Afrikaans",,       5,,       0,,       5,,    2295,,    1125,,    1170,
"Mother tongue","            Danish",,      25,,      10,,      15,,    4265,,    2010,,    2250,
"Mother tongue","            Dutch",,    2690,,    1350,,    1335,,   51720,,   24875,,   26840,
"Mother tongue","            Frisian",,      65,,      35,,      30,,    1240,,     630,,     620,
"Mother tongue","            German",,    2165,,    1050,,    1110,,  131525,,   61520,,   70005,
"Mother tongue","            Icelandic",,       0,,       0,,       0,,     210,,     100,,     110,
"Mother tongue","            Norwegian",,       0,,       0,,       5,,     940,,     405,,     540,
"Mother tongue","            Swedish",,       5,,       0,,       0,,    2395,,    1040,,    1350,
"Mother tongue","            Vlaams (Flemish)",,     190,,      80,,     110,,    2150,,     925,,    1225,
"Mother tongue","            Yiddish",,       0,,       0,,       0,,    3735,,    1765,,    1970,
"Mother tongue","            Germanic languages; n.i.e.",,      15,,       5,,       5,,     170,,      80,,      85,
"Mother tongue","          Greek",,     100,,      50,,      45,,   55415,,   27305,,   28110,
"Mother tongue","          Indo-Iranian languages",,     380,,     195,,     180,,  707845,,  357350,,  350495,
"Mother tongue","            Indo-Aryan languages",,     345,,     180,,     165,,  565600,,  285720,,  279875,
"Mother tongue","              Bengali",,      10,,       5,,       5,,   46810,,   23615,,   23195,
"Mother tongue","              Gujarati",,      90,,      50,,      45,,   76675,,   38740,,   37940,
"Mother tongue","              Hindi",,      25,,      15,,      15,,   58735,,   29805,,   28930,
"Mother tongue","              Kashmiri",,       0,,       0,,       0,,     345,,     170,,     175,
"Mother tongue","              Konkani",,       0,,       0,,       0,,    2510,,    1195,,    1315,
"Mother tongue","              Marathi",,       5,,       0,,       0,,    5490,,    2805,,    2685,
"Mother tongue","              Nepali",,       0,,       0,,       0,,    7870,,    3915,,    3960,
"Mother tongue","              Oriya (Odia)",,       0,,       0,,       0,,     715,,     380,,     335,
"Mother tongue","              Punjabi (Panjabi)",,     145,,      70,,      70,,  197060,,  100160,,   96895,
"Mother tongue","              Sindhi",,       5,,       0,,       5,,    6840,,    3225,,    3615,
"Mother tongue","              Sinhala (Sinhalese)",,       5,,       0,,       5,,   10165,,    4925,,    5235,
"Mother tongue","              Urdu",,      65,,      35,,      25,,  152385,,   76795,,   75595,
"Mother tongue","            Iranian languages",,      30,,      15,,      20,,  139675,,   70270,,   69405,
"Mother tongue","              Kurdish",,       5,,       0,,       0,,    6665,,    3615,,    3050,
"Mother tongue","              Pashto",,       0,,       0,,       0,,   10950,,    5630,,    5315,
"Mother tongue","              Persian (Farsi)",,      30,,      15,,      15,,  122070,,   61025,,   61040,
"Mother tongue","            Indo-Iranian languages; n.i.e.",,       0,,       5,,       0,,    2565,,    1350,,    1215,
