,,,"Peel, Regional municipality [Census division], Ontario",,,,,,"Ontario [Province]"
"Topic","Characteristics","Note","Total","Flag_Total","Male","Flag_Male","Female","Flag_Female","Total","Flag_Total","Male","Flag_Male","Female","Flag_Female"
"Age characteristics","    45 to 49 years",,  103465,,   49675,,   53790,,  937385,,  453105,,  484275,
"Age characteristics","    50 to 54 years",,  108240,,   53440,,   54795,, 1056345,,  517170,,  539175,
"Age characteristics","    55 to 59 years",,   94150,,   46560,,   47595,,  989460,,  482280,,  507180,
"Age characteristics","    60 to 64 years",,   75560,,   36720,,   38845,,  846145,,  406505,,  439640,
"Age characteristics","  65 years and over",,  176820,,   81175,,   95640,, 2251655,, 1015655,, 1236000,
"Age characteristics","    65 to 69 years",,   62410,,   29810,,   32600,,  737745,,  352475,,  385270,
"Age characteristics","    70 to 74 years",,   43800,,   20835,,   22965,,  528645,,  250455,,  278185,
"Age characteristics","    75 to 79 years",,   31105,,   14480,,   16625,,  393010,,  179810,,  213195,
"Age characteristics","    80 to 84 years",,   20830,,    9205,,   11625,,  291185,,  126825,,  164360,
"Age characteristics","    85 years and over",,   18665,,    6845,,   11825,,  301075,,  106090,,  194985,
"Age characteristics","      85 to 89 years",,   12110,,    4885,,    7225,,  188470,,   73045,,  115425,
"Age characteristics","      90 to 94 years",,    5145,,    1620,,    3530,,   88390,,   27400,,   60990,
"Age characteristics","      95 to 99 years",,    1215,,     295,,     920,,   21210,,    5150,,   16060,
"Age characteristics","      100 years and over",,     200,,      45,,     150,,    3005,,     495,,    2520,
"Age characteristics","Total - Distribution (%) of the population by broad age groups - 100% data",,  100.0,,  100.0,,  100.0,,  100.0,,  100.0,,  100.0,
"Age characteristics","  0 to 14 years",,   18.3,,   19.2,,   17.5,,   16.4,,   17.3,,   15.6,
"Age characteristics","  15 to 64 years",,   68.9,,   68.8,,   68.9,,   66.8,,   67.3,,   66.4,
"Age characteristics","  65 years and over",,   12.8,,   12.0,,   13.6,,   16.7,,   15.5,,   17.9,
"Age characteristics","    85 years and over",,    1.4,,    1.0,,    1.7,,    2.2,,    1.6,,    2.8,
"Age characteristics","Average age of the population",,   38.3,,   37.5,,   39.1,,   41.0,,   40.0,,   41.9,
"Age characteristics","Median age of the population",,   38.1,,   37.0,,   39.1,,   41.3,,   40.2,,   42.4,
"Household and dwelling characteristics","Total - Occupied private dwellings by structural type of dwelling - 100% data",5,  430180,,,...,,..., 5169175,,,...,,...
"Household and dwelling characteristics","  Single-detached house",,  196060,,,...,,..., 2807380,,,...,,...
"Household and dwelling characteristics","  Apartment in a building that has five or more storeys",,   80780,,,...,,...,  886705,,,...,,...
"Household and dwelling characteristics","  Other attached dwelling",6,  152970,,,...,,..., 1460200,,,...,,...
"Household and dwelling characteristics","    Semi-detached house",,   51040,,,...,,...,  289975,,,...,,...
"Household and dwelling characteristics","    Row house",,   56145,,,...,,...,  460425,,,...,,...
"Household and dwelling characteristics","    Apartment or flat in a duplex",,   19695,,,...,,...,  176080,,,...,,...
"Household and dwelling characteristics","    Apartment in a building that has fewer than five storeys",,   25965,,,...,,...,  522810,,,...,,...
"Household and dwelling characteristics","    Other single-attached house",,     115,,,...,,...,   10910,,,...,,...
"Household and dwelling characteristics","  Movable dwelling",7,     370,,,...,,...,   14890,,,...,,...
"Household and dwelling characteristics","Total - Private households by household size - 100% data",8,  430180,,,...,,..., 5169170,,,...,,...
"Household and dwelling characteristics","  1 person",,   68345,,,...,,..., 1341300,,,...,,...
"Household and dwelling characteristics","  2 persons",,  104345,,,...,,..., 1693525,,,...,,...
"Household and dwelling characteristics","  3 persons",,   81820,,,...,,...,  834260,,,...,,...
"Household and dwelling characteristics","  4 persons",,   94060,,,...,,...,  796320,,,...,,...
"Household and dwelling characteristics","  5 or more persons",,   81615,,,...,,...,  503775,,,...,,...
"Household and dwelling characteristics","Number of persons in private households",, 1372645,,,...,,...,13242160,,,...,,...
"Household and dwelling characteristics","Average household size",,    3.2,,,...,,...,    2.6,,,...,,...
"Marital status","Total - Marital status for the population aged 15 years and over - 100% data",9, 1128210,,  548105,,  580110,,11240525,, 5427775,, 5812750,
"Marital status","  Married or living common law",,  661470,,  330300,,  331170,, 6438085,, 3219290,, 3218795,
"Marital status","    Married",,  613325,,  306245,,  307075,, 5531930,, 2764275,, 2767655,
"Marital status","    Living common law",,   48145,,   24050,,   24095,,  906155,,  455015,,  451145,
"Marital status","  Not married and not living common law",,  466745,,  217805,,  248940,, 4802440,, 2208485,, 2593955,
"Marital status","    Never married",,  335565,,  178520,,  157045,, 3182785,, 1689180,, 1493605,
"Marital status","    Separated",,   28025,,   10895,,   17130,,  328675,,  138140,,  190535,
"Marital status","    Divorced",,   51760,,   18650,,   33110,,  653835,,  252900,,  400935,
"Marital status","    Widowed",,   51395,,    9740,,   41655,,  637150,,  128265,,  508880,
"Family characteristics","Total - Census families in private households by family size - 100% data",10,  386185,,,...,,..., 3782540,,,...,,...
"Family characteristics","  2 persons",,  141600,,,...,,..., 1815000,,,...,,...
"Family characteristics","  3 persons",,   95025,,,...,,...,  844545,,,...,,...
"Family characteristics","  4 persons",,  104930,,,...,,...,  792435,,,...,,...
"Family characteristics","  5 or more persons",,   44630,,,...,,...,  330560,,,...,,...
"Family characteristics","Average size of census families",,    3.2,,,...,,...,    2.9,,,...,,...
"Family characteristics","Total number of census families in private households - 100% data",11,  386185,,,...,,..., 3782545,,,...,,...
"Family characteristics","  Total couple families",,  320520,,,...,,..., 3137570,,,...,,...
"Family characteristics","    Married couples",,  296475,,,...,,..., 2684735,,,...,,...
"Family characteristics","    Common-law couples",,   24045,,,...,,...,  452840,,,...,,...
"Family characteristics","  Total lone-parent families by sex of parent",,   65660,,,...,,...,  644975,,,...,,...
"Family characteristics","    Female parent",,   53940,,,...,,...,  518480,,,...,,...
"Family characteristics","    Male parent",,   11725,,,...,,...,  126495,,,...,,...
"Family characteristics","Total - Couple census families in private households - 100% data",,  320520,,,...,,..., 3137565,,,...,,...
"Family characteristics","  Couples without children",,  104775,,,...,,..., 1428575,,,...,,...
"Family characteristics","  Couples with children",,  215750,,,...,,..., 1708995,,,...,,...
"Family characteristics","    1 child",,   75015,,,...,,...,  658305,,,...,,...
"Family characteristics","    2 children",,   98465,,,...,,...,  738710,,,...,,...
"Family characteristics","    3 or more children",,   42270,,,...,,...,  311975,,,...,,...
"Family characteristics","Total - Lone-parent census families in private households - 100% data",,   65665,,,...,,...,  644975,,,...,,...
"Family characteristics","  1 child",,   36825,,,...,,...,  386425,,,...,,...
"Family characteristics","  2 children",,   20005,,,...,,...,  186240,,,...,,...
"Family characteristics","  3 or more children",,    8830,,,...,,...,   72310,,,...,,...
"Family characteristics","Total - Persons not in census families in private households - 100% data",,  148295,,   67280,,   81015,, 2139825,,  990525,, 1149300,
"Household type","Total - Private households by household type - 100% data",12,  430180,,,...,,..., 5169175,,,...,,...
"Household type","  One-census-family households",,  316910,,,...,,..., 3481885,,,...,,...
"Household type","    Without children in a census family",13,   78440,,,...,,..., 1311575,,,...,,...
"Household type","    With children in a census family",14,  238470,,,...,,..., 2170315,,,...,,...
"Household type","  Multiple-census-family households",,   32910,,,...,,...,  145615,,,...,,...
"Household type","  Non-census-family households",,   80360,,,...,,..., 1541665,,,...,,...
"Household type","    One-person households",,   68345,,,...,,..., 1341305,,,...,,...
"Household type","    Two-or-more person non-census-family households",,   12015,,,...,,...,  200365,,,...,,...
"Knowledge of official languages","Total - Knowledge of official languages for the total population excluding institutional residents - 100% data",15, 1375800,,  676520,,  699280,,13312865,, 6503875,, 6808990,
"Knowledge of official languages","  English only",, 1233210,,  618475,,  614730,,11455500,, 5689830,, 5765665,
"Knowledge of official languages","  French only",,    1155,,     490,,     660,,   40040,,   17340,,   22705,
"Knowledge of official languages","  English and French",,   86395,,   37055,,   49345,, 1490390,,  665850,,  824540,
"Knowledge of official languages","  Neither English nor French",,   55040,,   20500,,   34535,,  326935,,  130850,,  196085,
"First official language spoken","Total - First official language spoken for the total population excluding institutional residents - 100% data",16, 1375800,,  676520,,  699280,,13312865,, 6503880,, 6808995,
"First official language spoken","  English",, 1295375,,  644520,,  650855,,12394325,, 6095970,, 6298355,
"First official language spoken","  French",,   13760,,    6225,,    7535,,  504130,,  236875,,  267250,
"First official language spoken","  English and French",,   12440,,    5670,,    6770,,   92940,,   42910,,   50030,
"First official language spoken","  Neither English nor French",,   54225,,   20100,,   34120,,  321480,,  128125,,  193355,
"First official language spoken","Official language minority (number)",17,   19980,,    9060,,   10915,,  550600,,  258330,,  292270,
"First official language spoken","Official language minority (percentage)",17,    1.5,,    1.3,,    1.6,,    4.1,,    4.0,,    4.3,
"Mother tongue","Total - Mother tongue for the total population excluding institutional residents - 100% data",18, 1375800,,  676520,,  699280,,13312870,, 6503875,, 6808990,
"Mother tongue","  Single responses",, 1305305,,  641785,,  663520,,12946960,, 6327630,, 6619330,
"Mother tongue","    Official languages",,  674495,,  335195,,  339305,, 9393040,, 4637520,, 4755520,
"Mother tongue","      English",,  662455,,  329710,,  332745,, 8902320,, 4406210,, 4496110,
"Mother tongue","      French",,   12040,,    5480,,    6560,,  490715,,  231310,,  259410,
"Mother tongue","    Non-official languages",,  630810,,  306595,,  324215,, 3553920,, 1690110,, 1863810,
"Mother tongue","      Aboriginal languages",,      70,,      35,,      35,,   22765,,   10815,,   11950,
"Mother tongue","        Algonquian languages",,      30,,      10,,      20,,   21235,,   10175,,   11060,
"Mother tongue","          Blackfoot",,       0,,       0,,       0,,      10,,       5,,       5,
"Mother tongue","          Cree-Montagnais languages",,      10,,      10,,       5,,    5080,,    2485,,    2595,
"Mother tongue","            Atikamekw",,       0,,       0,,       0,,       5,,       0,,       0,
"Mother tongue","            Montagnais (Innu)",,       0,,       0,,       0,,       5,,       5,,       5,
"Mother tongue","            Moose Cree",,       0,,       0,,       0,,      85,,      40,,      45,
"Mother tongue","            Naskapi",,       0,,       5,,       0,,      10,,       5,,       5,
"Mother tongue","            Northern East Cree",,       0,,       5,,       0,,      55,,      25,,      30,
"Mother tongue","            Plains Cree",,       0,,       0,,       0,,      35,,       5,,      30,
"Mother tongue","            Southern East Cree",,       0,,       0,,       0,,       5,,       0,,       0,
"Mother tongue","            Swampy Cree",,       5,,       0,,       0,,     355,,     135,,     225,
"Mother tongue","            Woods Cree",,       0,,       0,,       0,,      15,,      10,,       5,
"Mother tongue","            Cree; n.o.s.",,       5,,       5,,       5,,    4500,,    2255,,    2245,
"Mother tongue","          Eastern Algonquian languages",,       5,,       0,,       5,,      90,,      40,,      50,
"Mother tongue","            Malecite",,       0,,       0,,       0,,      10,,       5,,       0,
"Mother tongue","            Mi'kmaq",,       5,,       0,,       5,,      85,,      35,,      50,
"Mother tongue","          Ojibway-Potawatomi languages",,      10,,       5,,       5,,   16025,,    7620,,    8400,
"Mother tongue","            Algonquin",,       0,,       0,,       0,,      65,,      30,,      35,
"Mother tongue","            Ojibway",,       5,,       5,,       5,,    9505,,    4515,,    4985,
"Mother tongue","            Oji-Cree",,       5,,       0,,       0,,    6310,,    3015,,    3300,
"Mother tongue","            Ottawa (Odawa)",,       0,,       0,,       0,,     145,,      65,,      80,
"Mother tongue","          Algonquian languages; n.i.e.",,       0,,       0,,       0,,      30,,      20,,      10,
"Mother tongue","        Athabaskan languages",,       5,,       0,,       5,,      60,,      20,,      40,
"Mother tongue","          Northern Athabaskan languages",,       5,,       0,,       5,,      55,,      20,,      35,
"Mother tongue","            Babine (Wetsuwet'en)",,       0,,       0,,       0,,       0,,       0,,       0,
"Mother tongue","            Beaver",,       0,,       0,,       0,,       0,,       0,,       0,
"Mother tongue","            Carrier",,       0,,       0,,       0,,       5,,       0,,       5,
"Mother tongue","            Chilcotin",,       0,,       0,,       0,,       5,,       0,,       5,
"Mother tongue","            Dene",,       0,,       0,,       0,,      20,,      10,,      10,
"Mother tongue","            Dogrib (Tlicho)",,       5,,       0,,       5,,       5,,       5,,       5,
"Mother tongue","            Gwich'in",,       0,,       0,,       5,,       0,,       0,,       0,
"Mother tongue","            Sarsi (Sarcee)",,       0,,       0,,       0,,      10,,       0,,       5,
"Mother tongue","            Sekani",,       0,,       0,,       0,,       0,,       0,,       0,
"Mother tongue","            Slavey-Hare languages",,       0,,       0,,       0,,       5,,       5,,       0,
"Mother tongue","              North Slavey (Hare)",,       0,,       0,,       0,,       0,,       0,,       0,
"Mother tongue","              South Slavey",,       0,,       0,,       0,,       0,,       0,,       0,
"Mother tongue","              Slavey; n.o.s.",,       0,,       0,,       0,,       0,,       0,,       5,
"Mother tongue","            Tahltan languages",,       0,,       0,,       0,,       0,,       0,,       0,
"Mother tongue","              Kaska (Nahani)",,       0,,       0,,       0,,       0,,       0,,       0,
"Mother tongue","              Tahltan",,       0,,       0,,       0,,       0,,       0,,       0,
"Mother tongue","            Tutchone languages",,       0,,       0,,       0,,       0,,       0,,       5,
"Mother tongue","              Northern Tutchone",,       0,,       0,,       0,,       0,,       0,,       0,
"Mother tongue","              Southern Tutchone",,       0,,       0,,       0,,       0,,       0,,       0,
"Mother tongue","          Athabaskan languages; n.i.e.",,       0,,       0,,       0,,       5,,       0,,       5,
"Mother tongue","        Haida",,       0,,       0,,       0,,       0,,       5,,       0,
"Mother tongue","        Inuit languages",,      10,,      15,,       5,,     475,,     165,,     305,
"Mother tongue","          Inuinnaqtun (Inuvialuktun)",,       0,,       0,,       0,,       5,,       5,,       5,
"Mother tongue","          Inuktitut",,      15,,      10,,       0,,     425,,     145,,     280,
"Mother tongue","          Inuit languages; n.i.e.",,       0,,       0,,       0,,      45,,      20,,      25,
"Mother tongue","        Iroquoian languages",,       5,,       0,,       5,,     710,,     300,,     410,
"Mother tongue","          Cayuga",,       0,,       0,,       0,,      40,,      20,,      20,
"Mother tongue","          Mohawk",,       5,,       0,,       0,,     590,,     255,,     335,
"Mother tongue","          Oneida",,       5,,       0,,       0,,      55,,      15,,      40,
"Mother tongue","          Iroquoian languages; n.i.e.",,       0,,       0,,       0,,      20,,       5,,      15,
"Mother tongue","        Kutenai",,       0,,       0,,       0,,       0,,       0,,       0,
"Mother tongue","        Michif",,       0,,       0,,       0,,      25,,      15,,      15,
"Mother tongue","        Salish languages",,       0,,       0,,       0,,       5,,       0,,       5,
"Mother tongue","          Comox",,       0,,       0,,       0,,       0,,       0,,       0,
"Mother tongue","          Halkomelem",,       0,,       0,,       0,,       0,,       0,,       0,
"Mother tongue","          Lillooet",,       0,,       0,,       0,,       0,,       0,,       0,
"Mother tongue","          Okanagan",,       0,,       0,,       0,,       0,,       0,,       0,
"Mother tongue","          Shuswap (Secwepemctsin)",,       0,,       0,,       0,,       5,,       0,,       0,
"Mother tongue","          Squamish",,       0,,       0,,       0,,       0,,       0,,       0,
"Mother tongue","          Straits",,       0,,       0,,       0,,       0,,       0,,       0,
"Mother tongue","          Thompson (Ntlakapamux)",,       0,,       0,,       0,,       0,,       0,,       0,
"Mother tongue","          Salish languages; n.i.e.",,       0,,       0,,       0,,       0,,       0,,       0,
"Mother tongue","        Siouan languages",,       0,,       0,,       0,,      10,,       5,,       5,
"Mother tongue","          Dakota",,       0,,       0,,       0,,       5,,       5,,       5,
"Mother tongue","          Stoney",,       0,,       0,,       0,,       0,,       0,,       0,
"Mother tongue","          Siouan languages; n.i.e.",,       0,,       0,,       0,,      10,,       5,,       5,
"Mother tongue","        Tlingit",,       0,,       0,,       0,,       0,,       0,,       0,
"Mother tongue","        Tsimshian languages",,       0,,       0,,       0,,       5,,       5,,       0,
"Mother tongue","          Gitxsan (Gitksan)",,       0,,       0,,       0,,       0,,       0,,       5,
"Mother tongue","          Nisga'a",,       0,,       0,,       0,,       5,,       0,,       0,
"Mother tongue","          Tsimshian",,       0,,       0,,       0,,       0,,       5,,       0,
"Mother tongue","        Wakashan languages",,       0,,       0,,       0,,       0,,       0,,       5,
"Mother tongue","          Haisla",,       0,,       0,,       0,,       0,,       0,,       0,
"Mother tongue","          Heiltsuk",,       0,,       0,,       0,,       0,,       0,,       0,
"Mother tongue","          Kwakiutl (Kwak'wala)",,       0,,       0,,       0,,       0,,       0,,       0,
"Mother tongue","          Nuu-chah-nulth (Nootka)",,       0,,       0,,       0,,       5,,       5,,       0,
"Mother tongue","          Wakashan languages; n.i.e.",,       0,,       0,,       0,,       0,,       0,,       0,
"Mother tongue","        Aboriginal languages; n.o.s.",,      15,,       5,,      10,,     235,,     130,,     105,
"Mother tongue","      Non-Aboriginal languages",,  630745,,  306560,,  324180,, 3531160,, 1679300,, 1851865,
"Mother tongue","        Afro-Asiatic languages",,   42455,,   21365,,   21085,,  253830,,  127720,,  126110,
"Mother tongue","          Berber languages",,      55,,      30,,      25,,     725,,     405,,     320,
"Mother tongue","            Kabyle",,      35,,      20,,      20,,     425,,     225,,     200,
"Mother tongue","            Berber languages; n.i.e.",,      20,,      10,,       5,,     305,,     180,,     120,
"Mother tongue","          Cushitic languages",,    1500,,     645,,     855,,   24605,,   10730,,   13870,
"Mother tongue","            Bilen",,       0,,       0,,       5,,     250,,     140,,     110,
"Mother tongue","            Oromo",,      85,,      40,,      45,,    1445,,     720,,     730,
"Mother tongue","            Somali",,    1400,,     600,,     795,,   22680,,    9755,,   12925,
"Mother tongue","            Cushitic languages; n.i.e.",,      10,,       5,,      10,,     225,,     115,,     110,
"Mother tongue","          Semitic languages",,   40765,,   20625,,   20140,,  227985,,  116320,,  111665,
"Mother tongue","            Amharic",,     625,,     300,,     325,,   10720,,    4960,,    5760,
"Mother tongue","            Arabic",,   34310,,   17435,,   16875,,  171370,,   88400,,   82965,
"Mother tongue","            Assyrian Neo-Aramaic",,    3115,,    1545,,    1570,,   14555,,    7135,,    7420,
"Mother tongue","            Chaldean Neo-Aramaic",,     505,,     245,,     260,,    4795,,    2365,,    2425,
"Mother tongue","            Harari",,      65,,      30,,      35,,    1030,,     485,,     545,
"Mother tongue","            Hebrew",,     105,,      70,,      35,,   11575,,    6220,,    5350,
"Mother tongue","            Maltese",,    1390,,     680,,     710,,    5175,,    2575,,    2600,
"Mother tongue","            Tigrigna",,     345,,     165,,     175,,    7345,,    3470,,    3870,
"Mother tongue","            Semitic languages; n.i.e.",,     315,,     165,,     150,,    1435,,     705,,     730,
"Mother tongue","          Afro-Asiatic languages; n.i.e.",,     130,,      55,,      75,,     520,,     265,,     250,
"Mother tongue","        Austro-Asiatic languages",,   15015,,    7015,,    8000,,   78125,,   35880,,   42240,
"Mother tongue","          Khmer (Cambodian)",,     320,,     140,,     180,,    7355,,    3330,,    4020,
"Mother tongue","          Vietnamese",,   14655,,    6860,,    7800,,   70690,,   32520,,   38165,
"Mother tongue","          Austro-Asiatic languages; n.i.e",,      35,,      15,,      25,,      85,,      30,,      50,
"Mother tongue","        Austronesian languages",,   35515,,   14970,,   20540,,  194380,,   76060,,  118315,
"Mother tongue","          Bikol",,      95,,      45,,      50,,     595,,     260,,     330,
"Mother tongue","          Cebuano",,    1000,,     430,,     565,,    6545,,    2500,,    4045,
"Mother tongue","          Fijian",,      20,,      10,,      10,,      80,,      45,,      40,
"Mother tongue","          Hiligaynon",,     365,,     135,,     225,,    2750,,    1030,,    1725,
"Mother tongue","          Ilocano",,    1165,,     480,,     680,,   11285,,    4430,,    6860,
"Mother tongue","          Malagasy",,      10,,       5,,       5,,     100,,      45,,      55,
"Mother tongue","          Malay",,    1305,,     585,,     715,,    5760,,    2520,,    3240,
"Mother tongue","          Pampangan (Kapampangan; Pampango)",,     380,,     180,,     195,,    1505,,     670,,     840,
"Mother tongue","          Pangasinan",,      80,,      40,,      40,,     535,,     215,,     315,
"Mother tongue","          Tagalog (Pilipino; Filipino)",,   30895,,   12960,,   17935,,  163415,,   63665,,   99755,
"Mother tongue","          Waray-Waray",,      65,,      30,,      35,,     405,,     140,,     270,
"Mother tongue","          Austronesian languages; n.i.e.",,     145,,      70,,      80,,    1400,,     550,,     850,
"Mother tongue","        Creole languages",,    1640,,     815,,     825,,   11255,,    5095,,    6165,
"Mother tongue","          Haitian Creole",,      25,,      15,,      15,,     630,,     290,,     340,
"Mother tongue","          Creole; n.o.s.",,    1000,,     510,,     490,,    8025,,    3580,,    4440,
"Mother tongue","          Creole languages; n.i.e.",,     615,,     290,,     325,,    2605,,    1225,,    1380,
"Mother tongue","        Dravidian languages",,   33080,,   16325,,   16755,,  148605,,   73530,,   75075,
"Mother tongue","          Kannada",,     955,,     455,,     500,,    2670,,    1365,,    1305,
"Mother tongue","          Malayalam",,    5595,,    2800,,    2795,,   17140,,    8795,,    8350,
"Mother tongue","          Tamil",,   22780,,   11115,,   11665,,  117630,,   57310,,   60320,
"Mother tongue","          Telugu",,    3615,,    1885,,    1730,,   10820,,    5895,,    4925,
"Mother tongue","          Dravidian languages; n.i.e.",,     135,,      70,,      65,,     340,,     165,,     175,
"Mother tongue","        Hmong-Mien languages",,       5,,       0,,       0,,     525,,     250,,     270,
"Mother tongue","        Indo-European languages",,  432875,,  213370,,  219500,, 2024365,,  980200,, 1044165,
"Mother tongue","          Albanian",,    2670,,    1360,,    1310,,   19045,,    9535,,    9510,
"Mother tongue","          Armenian",,     750,,     380,,     370,,   15070,,    7305,,    7765,
"Mother tongue","          Balto-Slavic languages",,   64830,,   30625,,   34205,,  410725,,  188695,,  222025,
"Mother tongue","            Baltic languages",,     830,,     355,,     480,,    9080,,    3785,,    5295,
"Mother tongue","              Latvian",,     190,,      85,,     105,,    3910,,    1650,,    2260,
"Mother tongue","              Lithuanian",,     640,,     270,,     370,,    5175,,    2135,,    3035,
"Mother tongue","            Slavic languages",,   64000,,   30265,,   33730,,  401645,,  184915,,  216730,
"Mother tongue","              Belarusan",,      35,,      15,,      20,,     515,,     230,,     280,
"Mother tongue","              Bosnian",,    1295,,     645,,     655,,    6370,,    3125,,    3245,
"Mother tongue","              Bulgarian",,    1330,,     665,,     665,,    9095,,    4355,,    4740,
"Mother tongue","              Croatian",,    6340,,    3140,,    3205,,   31875,,   15460,,   16410,
"Mother tongue","              Czech",,     950,,     445,,     500,,   10670,,    4930,,    5740,
"Mother tongue","              Macedonian",,    1630,,     785,,     845,,   15635,,    7470,,    8165,
"Mother tongue","              Polish",,   32095,,   14975,,   17120,,  121075,,   54675,,   66405,
"Mother tongue","              Russian",,    5820,,    2625,,    3205,,  101100,,   45630,,   55470,
"Mother tongue","              Serbian",,    4485,,    2215,,    2265,,   41740,,   20585,,   21150,
"Mother tongue","              Serbo-Croatian",,     580,,     285,,     300,,    4875,,    2310,,    2570,
"Mother tongue","              Slovak",,    1050,,     490,,     560,,   10280,,    4710,,    5565,
"Mother tongue","              Slovene (Slovenian)",,    1120,,     525,,     590,,    6740,,    2995,,    3745,
"Mother tongue","              Ukrainian",,    7150,,    3395,,    3755,,   40375,,   17760,,   22610,
"Mother tongue","              Slavic languages; n.i.e.",,     115,,      60,,      55,,    1310,,     670,,     635,
"Mother tongue","          Celtic languages",,      65,,      20,,      40,,    1110,,     505,,     605,
"Mother tongue","            Scottish Gaelic",,      35,,      10,,      20,,     450,,     210,,     240,
"Mother tongue","            Welsh",,      15,,       5,,      10,,     435,,     180,,     260,
"Mother tongue","            Celtic languages; n.i.e.",,      15,,       5,,      10,,     225,,     120,,     110,
"Mother tongue","          Germanic languages",,    7660,,    3370,,    4285,,  200640,,   94475,,  106165,
"Mother tongue","            Afrikaans",,     115,,      50,,      65,,    2295,,    1125,,    1170,
"Mother tongue","            Danish",,     290,,     130,,     160,,    4265,,    2010,,    2250,
"Mother tongue","            Dutch",,    1810,,     785,,    1025,,   51720,,   24875,,   26840,
"Mother tongue","            Frisian",,      45,,      10,,      30,,    1240,,     630,,     620,
"Mother tongue","            German",,    5130,,    2285,,    2845,,  131525,,   61520,,   70005,
"Mother tongue","            Icelandic",,       5,,       0,,       0,,     210,,     100,,     110,
"Mother tongue","            Norwegian",,      45,,      20,,      25,,     940,,     405,,     540,
"Mother tongue","            Swedish",,     150,,      60,,      90,,    2395,,    1040,,    1350,
"Mother tongue","            Vlaams (Flemish)",,      60,,      20,,      35,,    2150,,     925,,    1225,
"Mother tongue","            Yiddish",,      15,,      10,,       5,,    3735,,    1765,,    1970,
"Mother tongue","            Germanic languages; n.i.e.",,      10,,       5,,       5,,     170,,      80,,      85,
"Mother tongue","          Greek",,    3420,,    1705,,    1715,,   55415,,   27305,,   28110,
"Mother tongue","          Indo-Iranian languages",,  269670,,  135850,,  133825,,  707845,,  357350,,  350495,
"Mother tongue","            Indo-Aryan languages",,  258345,,  130115,,  128230,,  565600,,  285720,,  279875,
"Mother tongue","              Bengali",,    6455,,    3205,,    3250,,   46810,,   23615,,   23195,
"Mother tongue","              Gujarati",,   24705,,   12275,,   12425,,   76675,,   38740,,   37940,
"Mother tongue","              Hindi",,   24185,,   11975,,   12210,,   58735,,   29805,,   28930,
"Mother tongue","              Kashmiri",,     110,,      60,,      55,,     345,,     170,,     175,
"Mother tongue","              Konkani",,    1055,,     500,,     555,,    2510,,    1195,,    1315,
"Mother tongue","              Marathi",,    2015,,    1010,,    1005,,    5490,,    2805,,    2685,
"Mother tongue","              Nepali",,    1895,,     945,,     945,,    7870,,    3915,,    3960,
"Mother tongue","              Oriya (Odia)",,     210,,     110,,     100,,     715,,     380,,     335,
"Mother tongue","              Punjabi (Panjabi)",,  134460,,   68250,,   66215,,  197060,,  100160,,   96895,
"Mother tongue","              Sindhi",,    1535,,     755,,     785,,    6840,,    3225,,    3615,
"Mother tongue","              Sinhala (Sinhalese)",,    2770,,    1350,,    1420,,   10165,,    4925,,    5235,
"Mother tongue","              Urdu",,   58955,,   29695,,   29265,,  152385,,   76795,,   75595,
"Mother tongue","            Iranian languages",,   10705,,    5420,,    5285,,  139675,,   70270,,   69405,
